team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
중부선발,1,012,200302,10,박정은,F,26:05,4-6,1-6,0-0,0,2,2,3,0,1,0,0,11
중부선발,1,012,200302,10,이미선,G,25:37,3-5,1-4,3-4,3,3,6,5,0,0,1,0,12
중부선발,1,012,200302,10,김계령,C,25:17,11-16,0-1,0-0,4,7,11,0,0,0,0,0,22
중부선발,1,012,200302,10,이종애,C,25:10,9-12,0-0,4-6,1,1,2,0,0,1,0,0,22
중부선발,1,012,200302,10,캐칭,C,25:02,7-12,1-4,1-1,5,10,15,5,4,2,1,2,18
중부선발,1,012,200302,10,변연하,F,15:13,4-7,2-4,0-0,0,2,2,2,0,0,0,0,14
중부선발,1,012,200302,10,정윤숙,G,14:23,1-1,2-3,0-0,0,0,0,0,1,0,0,0,8
중부선발,1,012,200302,10,존슨,C,14:23,0-5,0-0,2-2,1,6,7,0,1,0,1,0,2
중부선발,1,012,200302,10,홍현희,C,14:14,3-3,1-2,0-0,0,2,2,0,1,0,0,0,9
중부선발,1,012,200302,10,곽주영,C,09:48,1-3,0-1,0-0,1,0,1,1,0,0,0,0,2
중부선발,1,012,200302,10,조혜진,F,04:48,0-0,0-1,0-0,0,1,1,0,0,0,0,0,0
중부선발,1,012,200302,10,팀합계,팀합계,200:00,43-70,8-26,10-13,15,34,49,16,7,4,3,2,120
