team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
삼성생명,29,012,200301,01,박정은,F,40:00,2-4,3-7,3-4,0,5,5,5,3,3,1,0,16
삼성생명,29,012,200301,01,변연하,F,40:00,5-12,5-8,0-0,1,0,1,2,0,0,1,2,25
삼성생명,29,012,200301,01,이미선,G,37:28,6-7,1-2,3-3,3,0,3,1,3,0,2,0,18
삼성생명,29,012,200301,01,김계령,C,31:59,12-16,0-0,5-7,8,7,15,2,5,0,1,0,29
삼성생명,29,012,200301,01,크롤리,C,22:49,5-12,0-0,4-5,2,5,7,0,4,0,1,0,14
삼성생명,29,012,200301,01,겐트,F,17:11,4-9,0-3,0-0,6,5,11,1,1,2,1,0,8
삼성생명,29,012,200301,01,박선영,G,10:33,0-0,0-0,0-0,2,1,3,2,0,0,0,0,0
삼성생명,29,012,200301,01,팀합계,팀합계,200:00,34-60,9-20,15-19,22,23,45,13,16,5,7,2,110
