team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
신세계,21,012,200301,01,정선민,C,40:00,12-27,0-0,15-16,4,9,13,3,1,3,3,0,39
신세계,21,012,200301,01,이언주,F,37:27,0-3,2-5,2-2,1,2,3,4,1,0,0,0,8
신세계,21,012,200301,01,임영희,C,33:44,2-2,0-2,0-0,0,2,2,0,3,1,1,1,4
신세계,21,012,200301,01,장선형,F,27:27,3-4,0-1,1-1,2,1,3,0,2,1,4,1,7
신세계,21,012,200301,01,스미스,C,20:33,4-11,0-0,5-6,2,3,5,0,2,6,4,1,13
신세계,21,012,200301,01,엠버스,C,19:27,2-4,0-0,0-0,2,1,3,0,4,0,1,0,4
신세계,21,012,200301,01,선수민,F,12:33,0-2,0-0,0-0,0,1,1,0,3,1,0,0,0
신세계,21,012,200301,01,윤미연,F,07:12,0-0,0-1,0-0,0,0,0,0,1,0,0,0,0
신세계,21,012,200301,01,방지윤,G,01:37,0-1,0-0,0-0,0,0,0,0,1,0,0,0,0
신세계,21,012,200301,01,팀합계,팀합계,200:00,23-54,2-9,23-25,11,19,30,7,18,12,13,3,75
