team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
남부선발,1,012,200302,10,샌포드,C,31:09,11-18,1-1,0-5,0,5,5,1,3,0,1,2,25
남부선발,1,012,200302,10,강지우,C,28:28,14-15,0-0,2-2,1,8,9,0,0,0,0,1,30
남부선발,1,012,200302,10,김영옥,G,27:24,2-3,3-12,0-0,0,3,3,2,4,2,2,0,13
남부선발,1,012,200302,10,전주원,A,25:19,2-2,0-4,0-0,1,3,4,5,2,0,0,0,4
남부선발,1,012,200302,10,김지윤,G,21:40,1-2,0-1,2-2,0,3,3,2,1,0,0,0,4
남부선발,1,012,200302,10,이언주,F,18:32,1-1,1-4,0-0,0,0,0,0,0,0,0,0,5
남부선발,1,012,200302,10,김경희,F,16:36,1-2,5-10,0-0,0,1,1,0,3,1,0,0,17
남부선발,1,012,200302,10,장선형,F,16:18,1-3,1-4,2-2,0,5,5,2,0,0,1,0,7
남부선발,1,012,200302,10,양희연,F,14:34,2-3,1-3,0-0,1,1,2,4,0,0,1,0,7
남부선발,1,012,200302,10,팀합계,팀합계,200:00,35-49,12-39,6-11,3,29,32,16,13,3,5,3,112
