team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,27,040,201912,01,안혜지,G,40:00,5-7,0-3,3-7,0,3,3,11,1,0,4,0,13
BNK 썸,27,040,201912,01,진안,C,34:56,8-13,0-0,2-2,2,3,5,4,5,0,1,0,18
BNK 썸,27,040,201912,01,노현지,F,33:08,2-5,1-2,1-2,2,1,3,1,0,3,0,0,8
BNK 썸,27,040,201912,01,단타스,C,30:00,7-10,0-3,3-4,0,7,7,2,1,2,0,0,17
BNK 썸,27,040,201912,01,구슬,F,22:54,1-3,1-6,0-0,1,0,1,1,4,0,2,0,5
BNK 썸,27,040,201912,01,김진영,F,15:36,4-4,0-0,0-0,0,0,0,1,3,0,1,0,8
BNK 썸,27,040,201912,01,정유진,F,14:05,0-0,2-5,0-0,1,0,1,1,2,0,0,0,6
BNK 썸,27,040,201912,01,김지은,F,05:38,0-0,0-0,0-0,0,2,2,0,0,0,0,0,0
BNK 썸,27,040,201912,01,김희진,G,03:43,0-0,0-2,0-0,0,0,0,0,0,0,0,0,0
BNK 썸,27,040,201912,01,팀합계,팀합계,200:00,27-42,4-21,9-15,6,16,22,21,16,5,8,0,75
