team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
신한은행,73,040,202002,01,김단비,F,39:28,1-4,2-4,2-2,3,6,9,8,3,0,3,2,10
신한은행,73,040,202002,01,한채진,F,38:12,3-5,1-5,2-2,1,4,5,5,1,2,1,1,11
신한은행,73,040,202002,01,김이슬,G,31:44,0-4,4-7,4-4,0,1,1,3,3,2,2,0,16
신한은행,73,040,202002,01,서덜랜드,F,30:00,8-13,1-2,2-7,7,7,14,0,4,0,2,1,21
신한은행,73,040,202002,01,한엄지,F,20:38,2-3,0-0,0-0,1,3,4,1,1,0,5,0,4
신한은행,73,040,202002,01,김아름,F,14:02,2-4,1-1,0-0,0,2,2,0,4,0,3,0,7
신한은행,73,040,202002,01,김수연,C,13:36,0-3,0-0,0-0,1,3,4,0,2,0,0,0,0
신한은행,73,040,202002,01,이경은,G,08:39,0-3,1-2,0-0,1,1,2,0,1,0,1,0,3
신한은행,73,040,202002,01,김태연,C,03:41,1-1,0-0,0-0,0,0,0,0,1,0,0,0,2
신한은행,73,040,202002,01,팀합계,팀합계,200:00,17-40,10-21,10-15,14,27,41,17,20,4,17,4,74
