team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KEB하나,61,035,201501,01,김정은,F,29:44,5-11,0-2,0-0,1,5,6,0,1,1,1,0,10
KEB하나,61,035,201501,01,이유진,C,28:47,1-6,0-0,0-0,3,5,8,2,2,1,1,0,2
KEB하나,61,035,201501,01,신지현,G,27:39,0-2,2-2,2-2,1,1,2,2,1,1,3,0,8
KEB하나,61,035,201501,01,토마스,F,27:39,5-12,0-0,0-0,5,5,10,3,3,2,2,0,10
KEB하나,61,035,201501,01,강이슬,G,23:52,2-5,3-6,0-0,1,2,3,1,2,2,0,1,13
KEB하나,61,035,201501,01,염윤아,F,20:52,1-4,0-1,0-0,0,2,2,3,2,1,0,0,2
KEB하나,61,035,201501,01,백지은,F,20:04,3-4,0-3,0-0,0,3,3,1,3,0,0,0,6
KEB하나,61,035,201501,01,심스,G,12:21,2-4,2-3,2-4,1,2,3,1,2,0,0,0,12
KEB하나,61,035,201501,01,정선화,C,09:02,0-1,0-0,0-0,1,0,1,0,2,0,0,0,0
KEB하나,61,035,201501,01,팀합계,팀합계,200:00,19-49,7-17,4-6,13,25,38,13,18,8,7,1,63
