team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KDB생명,17,036,201511,01,한채진,F,32:25,2-5,1-4,1-2,2,1,3,4,4,3,1,0,8
KDB생명,17,036,201511,01,조은주,F,32:17,2-8,0-3,0-0,1,3,4,0,2,1,2,0,4
KDB생명,17,036,201511,01,이경은,G,31:06,1-4,0-3,5-6,0,6,6,1,4,0,4,0,7
KDB생명,17,036,201511,01,김진영,G,27:40,1-3,1-1,0-0,0,3,3,0,3,1,3,0,5
KDB생명,17,036,201511,01,비키바흐,C,24:37,5-10,0-0,4-4,1,3,4,2,0,0,0,2,14
KDB생명,17,036,201511,01,피어슨,F,15:23,1-7,0-0,0-0,0,1,1,1,0,0,1,0,2
KDB생명,17,036,201511,01,김소담,C,11:49,1-2,0-0,0-0,0,2,2,0,2,0,1,0,2
KDB생명,17,036,201511,01,노현지,F,10:14,1-2,0-0,0-0,2,0,2,0,2,1,2,0,2
KDB생명,17,036,201511,01,구슬,F,09:27,0-2,0-1,0-0,1,0,1,1,1,0,1,0,0
KDB생명,17,036,201511,01,안혜지,G,02:31,0-0,0-0,2-2,0,0,0,0,0,0,0,0,2
KDB생명,17,036,201511,01,진안,C,02:31,0-2,0-0,0-0,0,0,0,0,0,1,0,0,0
KDB생명,17,036,201511,01,팀합계,팀합계,200:00,14-45,2-12,12-14,7,19,26,9,18,7,15,2,46
