team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
남부선발,1,036,201601,10,강아정,F,32:07,5-6,1-8,0-0,0,1,1,2,1,2,1,0,13
남부선발,1,036,201601,10,김단비,F,28:00,3-5,0-4,0-0,0,1,1,1,0,3,2,1,6
남부선발,1,036,201601,10,배혜윤,F,23:46,3-7,0-0,0-0,2,2,4,2,1,0,0,0,6
남부선발,1,036,201601,10,커리,F,19:02,4-6,4-12,2-3,1,11,12,3,2,1,2,0,22
남부선발,1,036,201601,10,변연하,F,18:49,0-0,6-8,0-0,0,4,4,1,0,0,0,0,18
남부선발,1,036,201601,10,홍아란,G,15:31,1-2,0-1,0-0,2,0,2,0,0,1,1,0,2
남부선발,1,036,201601,10,고아라,F,12:36,0-0,1-1,0-0,0,1,1,0,0,0,0,0,3
남부선발,1,036,201601,10,하워드,C,11:47,1-8,1-3,1-1,0,2,2,0,2,0,1,0,6
남부선발,1,036,201601,10,해리스,C,11:47,1-2,1-2,0-0,1,2,3,1,0,2,2,1,5
남부선발,1,036,201601,10,햄비,C,10:44,3-4,0-2,0-0,1,5,6,0,0,1,1,0,6
남부선발,1,036,201601,10,스톡스,C,07:53,1-2,0-0,0-0,0,2,2,1,0,0,0,1,2
남부선발,1,036,201601,10,게이틀링,C,06:15,0-1,0-0,0-0,1,1,2,0,0,0,0,0,0
남부선발,1,036,201601,10,최윤아,G,01:43,0-0,0-0,0-0,0,1,1,0,2,0,0,0,0
남부선발,1,036,201601,10,팀합계,팀합계,200:00,22-43,14-41,3-4,8,33,41,11,8,10,10,3,89
