team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
블루스타,1,037,201701,10,강아정,F,28:13,2-2,4-11,0-0,1,4,5,7,2,1,1,0,16
블루스타,1,037,201701,10,김단비,F,25:49,5-8,0-0,2-2,0,7,7,5,1,1,4,2,12
블루스타,1,037,201701,10,고아라,F,24:47,4-6,0-0,0-0,2,9,11,5,0,0,2,0,8
블루스타,1,037,201701,10,김연주,F,17:31,1-2,1-3,0-0,1,1,2,1,0,1,1,0,5
블루스타,1,037,201701,10,박하나,G,17:27,2-2,2-5,0-0,0,1,1,3,1,1,1,0,10
블루스타,1,037,201701,10,윌리엄스,F,16:49,8-10,1-3,0-2,0,1,1,0,2,0,0,0,19
블루스타,1,037,201701,10,박지수,C,15:43,3-6,2-5,0-0,2,5,7,0,0,0,0,0,12
블루스타,1,037,201701,10,하워드,F,14:19,2-6,0-6,0-0,1,3,4,2,0,2,1,2,4
블루스타,1,037,201701,10,토마스,F,14:07,4-6,0-0,0-0,0,2,2,3,0,0,2,0,8
블루스타,1,037,201701,10,알렉시즈,F,10:50,2-7,0-3,0-0,2,3,5,1,0,1,0,0,4
블루스타,1,037,201701,10,곽주영,F,07:59,1-1,0-0,0-0,1,0,1,1,1,0,0,0,2
블루스타,1,037,201701,10,배혜윤,C,06:26,1-2,0-0,0-0,0,1,1,0,0,0,0,1,2
블루스타,1,037,201701,10,팀합계,팀합계,200:00,35-58,10-36,2-4,10,37,47,28,7,7,12,5,102
