team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KEB하나,28,037,201611,01,강이슬,G,37:38,4-10,1-2,0-0,1,5,6,4,3,0,1,0,11
KEB하나,28,037,201611,01,백지은,F,32:29,2-5,0-4,0-0,2,0,2,3,3,1,1,0,4
KEB하나,28,037,201611,01,김지영,G,32:03,4-7,0-1,0-0,0,1,1,2,2,0,4,0,8
KEB하나,28,037,201611,01,염윤아,F,30:16,2-6,0-1,2-2,1,5,6,4,2,0,2,0,6
KEB하나,28,037,201611,01,어천와,C,20:45,4-10,0-0,2-2,2,5,7,1,3,0,1,0,10
KEB하나,28,037,201611,01,쏜튼,F,19:15,6-12,1-5,3-4,3,3,6,0,0,1,0,0,18
KEB하나,28,037,201611,01,박언주,F,10:42,0-2,0-1,0-0,0,1,1,0,1,0,0,0,0
KEB하나,28,037,201611,01,이수연,F,07:04,0-1,0-1,0-0,2,0,2,0,2,0,0,0,0
KEB하나,28,037,201611,01,이하은,C,05:10,1-1,0-0,0-0,0,0,0,0,3,0,0,0,2
KEB하나,28,037,201611,01,서수빈,G,02:40,0-0,0-1,0-0,0,1,1,1,0,0,0,0,0
KEB하나,28,037,201611,01,김예진,F,01:58,0-0,0-1,0-0,0,0,0,0,0,0,1,0,0
KEB하나,28,037,201611,01,팀합계,팀합계,200:00,23-54,2-17,7-8,11,21,32,15,19,2,10,0,59
