team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
금호생명,18,027,200810,01,한채진,F,37:35,2-4,4-6,0-0,2,6,8,2,2,0,1,1,16
금호생명,18,027,200810,01,신정자,C,32:52,6-12,0-0,1-1,6,3,9,1,4,0,1,2,13
금호생명,18,027,200810,01,이언주,G,32:07,1-2,1-4,0-0,1,0,1,7,1,1,3,0,5
금호생명,18,027,200810,01,강지우,C,25:56,3-7,0-0,5-6,1,4,5,1,1,1,1,0,11
금호생명,18,027,200810,01,김보미,F,19:06,2-8,0-1,0-0,1,5,6,1,2,1,0,1,4
금호생명,18,027,200810,01,조은주,F,18:12,0-2,0-3,0-0,1,0,1,5,1,2,0,0,0
금호생명,18,027,200810,01,정미란,F,18:00,2-5,2-2,0-0,0,1,1,1,1,1,0,3,10
금호생명,18,027,200810,01,이경은,G,09:56,0-2,0-0,0-0,1,1,2,0,1,0,3,0,0
금호생명,18,027,200810,01,원진아,C,06:16,0-3,0-0,1-2,0,1,1,0,3,0,0,0,1
금호생명,18,027,200810,01,팀합계,팀합계,200:00,16-45,7-16,7-9,13,21,34,18,16,6,9,7,60
