team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
남부선발,1,027,200901,10,변연하,F,26:29,6-7,3-7,0-0,1,6,7,5,0,2,0,0,21
남부선발,1,027,200901,10,김수연,C,26:17,6-9,0-0,0-0,0,5,5,1,0,0,0,1,12
남부선발,1,027,200901,10,최윤아,G,23:27,4-5,5-10,1-1,5,6,11,11,0,2,0,0,24
남부선발,1,027,200901,10,정선민,F,22:46,7-8,1-5,0-0,0,1,1,11,1,1,1,0,17
남부선발,1,027,200901,10,강영숙,C,20:12,3-5,1-1,0-0,0,3,3,0,0,0,0,1,9
남부선발,1,027,200901,10,이미선,G,20:12,7-9,1-5,1-2,1,4,5,5,1,2,1,0,18
남부선발,1,027,200901,10,박정은,F,17:14,2-2,0-3,0-0,1,3,4,5,0,0,0,0,4
남부선발,1,027,200901,10,강아정,F,14:43,2-2,2-7,0-0,1,1,2,0,1,0,0,0,10
남부선발,1,027,200901,10,홍보람,F,13:31,4-5,0-2,0-2,2,1,3,2,0,0,0,0,8
남부선발,1,027,200901,10,김수진,G,05:05,1-1,0-0,0-0,0,1,1,1,0,1,1,1,2
남부선발,1,027,200901,10,김지수,G,05:05,0-1,0-2,0-0,0,0,0,0,0,0,0,0,0
남부선발,1,027,200901,10,전주원,G,04:59,0-0,0-0,0-0,1,1,2,2,1,0,0,0,0
남부선발,1,027,200901,10,팀합계,팀합계,200:00,42-54,13-42,2-5,12,32,44,43,4,8,3,3,125
