team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
삼성생명,110,027,200902,01,박정은,F,40:00,4-11,3-6,2-4,5,7,12,6,3,1,2,1,19
삼성생명,110,027,200902,01,이미선,G,40:00,5-9,0-1,7-9,0,7,7,10,4,0,3,0,17
삼성생명,110,027,200902,01,이종애,C,40:00,8-14,0-0,0-0,1,10,11,1,2,1,1,2,16
삼성생명,110,027,200902,01,허윤정,C,34:14,1-3,0-0,1-2,0,2,2,0,2,1,0,0,3
삼성생명,110,027,200902,01,김채원,F,24:35,1-4,2-3,0-0,3,1,4,1,5,1,1,1,8
삼성생명,110,027,200902,01,홍보람,F,10:02,0-0,0-2,0-0,1,0,1,1,1,1,1,1,0
삼성생명,110,027,200902,01,이선화,C,05:46,1-2,0-0,0-0,0,0,0,0,0,0,0,0,2
삼성생명,110,027,200902,01,박언주,F,05:23,1-1,0-0,0-0,0,0,0,0,0,0,1,0,2
삼성생명,110,027,200902,01,팀합계,팀합계,200:00,21-44,5-12,10-15,10,27,37,19,17,5,9,5,67
