team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,60,027,200812,01,김영옥,G,40:00,5-9,0-3,2-2,1,4,5,6,3,1,4,0,12
KB스타즈,60,027,200812,01,장선형,F,40:00,5-10,0-1,2-2,1,5,6,2,4,1,2,1,12
KB스타즈,60,027,200812,01,나에스더,C,32:56,0-11,0-0,3-6,1,6,7,0,5,1,2,0,3
KB스타즈,60,027,200812,01,변연하,F,29:22,1-5,1-3,4-5,2,6,8,3,5,4,2,0,9
KB스타즈,60,027,200812,01,김지현,G,26:43,3-3,0-1,0-0,2,0,2,0,4,2,2,0,6
KB스타즈,60,027,200812,01,김나연,F,24:12,1-1,4-6,0-0,1,1,2,0,3,0,0,0,14
KB스타즈,60,027,200812,01,양선희,F,06:47,0-1,0-0,0-0,0,0,0,0,3,0,0,0,0
KB스타즈,60,027,200812,01,팀합계,팀합계,200:00,15-40,5-14,11-15,8,22,30,11,27,9,12,1,56
