team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,18,044,202311,01,진안,C,38:56,9-14,0-0,3-3,2,5,7,2,1,2,1,1,21
BNK 썸,18,044,202311,01,안혜지,G,38:55,2-12,0-1,1-2,3,5,8,5,2,1,3,0,5
BNK 썸,18,044,202311,01,이소희,G,31:20,5-8,0-5,3-4,2,9,11,3,3,2,4,0,13
BNK 썸,18,044,202311,01,김민아,G,24:08,2-4,0-3,0-0,1,0,1,3,0,1,0,0,4
BNK 썸,18,044,202311,01,김정은,G,19:18,2-2,0-3,0-0,1,0,1,0,5,1,0,0,4
BNK 썸,18,044,202311,01,한엄지,F,13:06,3-3,0-2,0-2,2,3,5,0,5,0,2,0,6
BNK 썸,18,044,202311,01,박성진,C,12:40,0-1,0-0,0-0,0,2,2,1,4,1,2,0,0
BNK 썸,18,044,202311,01,박다정,F,12:34,0-1,0-1,0-0,1,0,1,0,3,1,1,0,0
BNK 썸,18,044,202311,01,박경림,G,03:43,0-0,0-0,0-0,0,0,0,0,1,0,0,0,0
BNK 썸,18,044,202311,01,김지은,F,03:00,0-0,0-2,1-2,0,1,1,0,0,0,0,0,1
BNK 썸,18,044,202311,01,최민주,C,02:20,0-0,0-0,0-0,0,1,1,0,1,0,1,0,0
BNK 썸,18,044,202311,01,팀합계,팀합계,200:00,23-45,0-17,8-13,12,26,38,14,25,9,14,1,54
