team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,50,044,202401,01,안혜지,G,34:34,4-11,3-6,2-4,0,4,4,6,3,0,1,0,19
BNK 썸,50,044,202401,01,이소희,G,31:35,4-10,0-3,0-0,1,2,3,3,1,2,1,0,8
BNK 썸,50,044,202401,01,김지은,F,31:20,1-2,1-4,2-2,1,0,1,0,4,0,0,1,7
BNK 썸,50,044,202401,01,김한별,F,30:01,3-4,1-2,4-6,4,8,12,6,1,1,0,1,13
BNK 썸,50,044,202401,01,진안,C,29:04,4-13,0-0,1-2,2,6,8,5,1,0,1,0,9
BNK 썸,50,044,202401,01,한엄지,F,12:23,2-3,0-0,0-0,0,1,1,0,1,1,0,0,4
BNK 썸,50,044,202401,01,박성진,C,09:02,0-3,0-0,0-0,0,2,2,1,1,0,1,0,0
BNK 썸,50,044,202401,01,김정은,G,08:40,0-1,0-0,0-0,0,0,0,0,2,0,1,0,0
BNK 썸,50,044,202401,01,김민아,G,07:55,1-3,0-1,0-0,0,2,2,0,0,0,0,0,2
BNK 썸,50,044,202401,01,박경림,G,05:26,0-1,1-1,0-0,0,0,0,1,2,0,0,0,3
BNK 썸,50,044,202401,01,팀합계,팀합계,200:00,19-51,6-17,9-14,8,25,33,22,16,4,5,2,65
