team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
하나은행,18,044,202311,01,양인영,C,37:41,5-11,1-1,3-4,2,3,5,1,2,0,2,1,16
하나은행,18,044,202311,01,김애나,G,31:51,1-3,0-3,1-1,0,4,4,3,4,1,0,0,3
하나은행,18,044,202311,01,신지현,G,31:22,3-6,0-4,4-5,2,5,7,2,5,3,2,1,10
하나은행,18,044,202311,01,김정은,F,31:20,4-8,1-4,3-5,0,6,6,1,0,0,1,0,14
하나은행,18,044,202311,01,정예림,G,29:25,4-7,0-1,3-3,4,2,6,3,1,1,3,0,11
하나은행,18,044,202311,01,김시온,G,25:38,2-4,1-2,1-1,0,1,1,1,5,1,2,0,8
하나은행,18,044,202311,01,엄서이,F,07:11,0-1,0-0,1-4,1,0,1,2,2,1,1,0,1
하나은행,18,044,202311,01,김하나,C,03:53,0-0,0-0,0-0,0,1,1,0,1,1,0,0,0
하나은행,18,044,202311,01,최지선,F,01:39,0-0,0-2,0-0,0,0,0,0,0,0,0,0,0
하나은행,18,044,202311,01,팀합계,팀합계,200:00,19-40,3-17,16-23,9,22,31,13,20,8,11,2,63
