team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
JOMO,1,009,200203,08,KAWABATA,F,39:18,8-15,0-2,1-2,5,3,8,0,3,0,7,0,17
JOMO,1,009,200203,08,OHYAMA,G,31:52,2-2,1-2,2-2,0,8,8,0,4,1,0,1,9
JOMO,1,009,200203,08,KAWAKAMI,G,29:46,3-6,2-3,3-4,0,3,3,0,3,1,2,0,15
JOMO,1,009,200203,08,RYOKO,F,22:27,1-3,2-2,1-2,1,2,3,1,2,0,2,0,9
JOMO,1,009,200203,08,HAMAHUCHI,C,20:06,7-10,0-0,1-1,2,2,4,2,5,1,1,1,15
JOMO,1,009,200203,08,HAMADA,F,19:54,2-3,0-0,0-0,3,2,5,1,3,0,3,0,4
JOMO,1,009,200203,08,KONO,F,18:15,0-0,2-5,0-1,0,0,0,0,1,0,0,0,6
JOMO,1,009,200203,08,SAKURABA,G,10:14,0-1,0-0,0-0,1,0,1,0,2,0,4,0,0
JOMO,1,009,200203,08,,F,08:08,0-0,0-2,0-0,0,1,1,1,1,0,2,0,0
JOMO,1,009,200203,08,팀합계,팀합계,200:00,23-40,7-16,8-12,12,21,33,5,24,3,21,2,75
