team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
금호생명,55,009,200202,01,바이어스,C,40:00,10-16,0-2,1-2,6,8,14,1,4,1,3,0,21
금호생명,55,009,200202,01,남경민,F,35:02,2-2,0-1,0-0,1,1,2,2,3,3,3,0,4
금호생명,55,009,200202,01,샘,F,34:39,9-17,1-3,4-6,1,7,8,7,1,0,2,3,25
금호생명,55,009,200202,01,한현선,F,25:15,0-0,0-2,2-2,1,4,5,1,3,1,4,0,2
금호생명,55,009,200202,01,강민정,F,22:37,3-5,0-0,4-4,1,2,3,1,2,0,2,0,10
금호생명,55,009,200202,01,박은진,F,16:23,0-4,0-0,0-0,0,2,2,0,2,0,0,0,0
금호생명,55,009,200202,01,이은영,F,14:11,2-3,1-2,0-0,0,1,1,0,2,0,1,0,7
금호생명,55,009,200202,01,강주림,F,06:55,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
금호생명,55,009,200202,01,김수경,G,04:58,0-1,0-0,0-0,0,1,1,0,1,0,0,0,0
금호생명,55,009,200202,01,팀합계,팀합계,200:00,26-48,2-10,11-14,10,27,37,12,18,5,15,3,69
