team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
OK저축은행,8,039,201811,01,한채진,F,38:31,2-3,0-1,0-1,4,3,7,1,3,1,2,1,4
OK저축은행,8,039,201811,01,단타스,C,30:00,3-13,0-2,3-5,0,7,7,1,2,0,0,0,9
OK저축은행,8,039,201811,01,김소담,C,26:32,2-8,0-1,0-0,2,0,2,0,2,0,0,1,4
OK저축은행,8,039,201811,01,노현지,F,24:53,0-0,1-2,2-2,0,3,3,1,2,0,3,0,5
OK저축은행,8,039,201811,01,안혜지,G,23:23,1-2,0-7,1-2,2,1,3,3,1,0,3,0,3
OK저축은행,8,039,201811,01,정선화,C,15:21,2-5,0-0,0-2,0,0,0,1,3,0,0,0,4
OK저축은행,8,039,201811,01,구슬,F,13:40,3-4,0-5,0-0,1,3,4,1,0,1,2,0,6
OK저축은행,8,039,201811,01,조은주,F,13:25,0-2,2-2,0-0,0,0,0,0,0,2,0,0,6
OK저축은행,8,039,201811,01,정유진,G,09:44,0-0,0-2,2-2,0,4,4,0,0,0,0,0,2
OK저축은행,8,039,201811,01,진안,C,04:31,0-1,0-0,0-0,0,1,1,0,1,0,2,0,0
OK저축은행,8,039,201811,01,팀합계,팀합계,200:00,13-38,3-22,8-14,9,22,31,8,14,4,12,2,43
