team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
핑크스타,1,039,201901,10,박하나,G,33:48,3-4,8-19,1-1,5,5,10,3,1,4,1,0,31
핑크스타,1,039,201901,10,김단비,F,29:18,6-11,1-8,1-5,2,5,7,5,1,4,1,0,16
핑크스타,1,039,201901,10,강아정,F,24:56,3-4,3-13,0-0,2,2,4,2,0,1,2,0,15
핑크스타,1,039,201901,10,박혜진,G,23:48,1-3,1-8,0-0,2,1,3,5,0,0,1,0,5
핑크스타,1,039,201901,10,윤예빈,G,21:16,4-6,2-6,0-0,2,2,4,0,0,1,1,1,14
핑크스타,1,039,201901,10,토마스,C,20:00,2-6,0-0,0-0,3,4,7,2,0,0,1,0,4
핑크스타,1,039,201901,10,한채진,F,20:00,0-0,0-1,0-0,0,7,7,5,2,0,1,0,0
핑크스타,1,039,201901,10,최이샘,C,13:06,3-6,0-1,0-0,2,2,4,2,0,0,0,0,6
핑크스타,1,039,201901,10,파커,C,10:00,1-3,0-2,0-0,6,3,9,1,0,1,2,0,2
핑크스타,1,039,201901,10,김한별,F,03:48,0-1,0-4,0-0,0,0,0,0,0,2,0,0,0
핑크스타,1,039,201901,10,팀합계,팀합계,200:00,23-44,15-62,2-6,24,31,55,25,4,13,10,1,93
