team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
OK저축은행,76,039,201902,01,안혜지,G,40:00,3-5,0-4,0-0,0,4,4,10,3,0,3,1,6
OK저축은행,76,039,201902,01,진안,C,33:09,7-13,0-0,2-2,5,4,9,0,3,1,2,2,16
OK저축은행,76,039,201902,01,구슬,F,32:20,1-4,2-6,0-0,0,11,11,1,2,1,3,0,8
OK저축은행,76,039,201902,01,조은주,F,30:56,0-1,2-3,0-0,1,3,4,4,3,0,2,0,6
OK저축은행,76,039,201902,01,단타스,C,30:00,7-11,2-5,6-9,4,10,14,4,3,2,1,0,26
OK저축은행,76,039,201902,01,정유진,G,20:38,0-2,1-3,2-2,1,2,3,0,2,0,2,0,5
OK저축은행,76,039,201902,01,노현지,F,06:37,1-2,0-1,0-0,0,0,0,0,1,0,0,0,2
OK저축은행,76,039,201902,01,김소담,C,05:10,0-1,0-0,0-0,0,1,1,0,0,1,0,0,0
OK저축은행,76,039,201902,01,이소희,G,01:10,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
OK저축은행,76,039,201902,01,팀합계,팀합계,200:00,19-39,7-22,10-13,11,35,46,19,17,5,13,3,69
