team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
OK저축은행,73,039,201901,01,안혜지,G,31:42,2-3,3-3,2-2,2,2,4,6,5,0,1,0,15
OK저축은행,73,039,201901,01,단타스,C,30:00,7-16,1-3,4-5,1,3,4,2,1,3,3,0,21
OK저축은행,73,039,201901,01,구슬,F,29:43,5-8,3-11,3-3,2,3,5,0,5,0,1,0,22
OK저축은행,73,039,201901,01,조은주,F,24:51,1-3,0-0,0-0,1,1,2,3,2,0,0,0,2
OK저축은행,73,039,201901,01,정유진,G,24:38,0-0,1-4,1-2,1,1,2,1,0,0,0,0,4
OK저축은행,73,039,201901,01,이소희,G,14:46,1-3,2-3,0-0,0,2,2,1,2,1,2,0,8
OK저축은행,73,039,201901,01,김소담,C,14:17,0-1,0-0,0-0,0,3,3,2,1,0,0,0,0
OK저축은행,73,039,201901,01,진안,C,12:21,1-4,0-0,2-2,4,0,4,1,3,1,0,0,4
OK저축은행,73,039,201901,01,노현지,F,10:48,1-5,0-0,1-1,1,0,1,0,0,0,0,0,3
OK저축은행,73,039,201901,01,정선화,C,06:54,2-2,0-0,1-2,0,5,5,0,2,0,0,0,5
OK저축은행,73,039,201901,01,팀합계,팀합계,200:00,20-45,10-24,14-17,12,20,32,16,21,5,7,0,84
