team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
OK저축은행,84,039,201902,01,안혜지,G,33:14,0-0,0-3,1-2,0,4,4,6,1,0,2,0,1
OK저축은행,84,039,201902,01,노현지,F,28:36,3-4,6-7,2-2,1,6,7,2,4,0,2,0,26
OK저축은행,84,039,201902,01,단타스,C,25:37,4-11,0-1,1-2,4,6,10,3,2,3,0,0,9
OK저축은행,84,039,201902,01,진안,C,21:53,2-6,0-1,2-4,1,8,9,1,4,0,1,0,6
OK저축은행,84,039,201902,01,정유진,G,20:58,2-5,2-5,2-2,0,2,2,1,3,0,2,0,12
OK저축은행,84,039,201902,01,구슬,F,19:18,0-2,2-5,0-0,0,4,4,0,2,0,0,1,6
OK저축은행,84,039,201902,01,이소희,G,14:19,3-4,2-3,2-2,1,1,2,0,1,1,0,0,14
OK저축은행,84,039,201902,01,김소담,C,14:06,0-2,0-1,0-0,1,2,3,0,0,0,0,0,0
OK저축은행,84,039,201902,01,정선화,C,06:08,2-4,0-0,1-2,1,0,1,1,3,1,1,0,5
OK저축은행,84,039,201902,01,김선희,F,04:23,0-1,1-1,0-0,1,0,1,0,0,0,0,0,3
OK저축은행,84,039,201902,01,김희진,G,04:23,0-1,1-1,0-0,0,1,1,1,1,0,1,0,3
OK저축은행,84,039,201902,01,차지현,G,04:23,0-0,0-0,0-0,1,1,2,0,2,0,1,0,0
OK저축은행,84,039,201902,01,김지은,F,02:42,0-1,0-2,0-0,0,0,0,0,0,0,0,0,0
OK저축은행,84,039,201902,01,팀합계,팀합계,200:00,16-41,14-30,11-16,11,35,46,15,23,5,10,1,85
