team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
OK저축은행,64,039,201901,01,안혜지,G,36:12,0-4,1-4,1-2,0,3,3,9,4,2,2,0,4
OK저축은행,64,039,201901,01,구슬,F,30:25,3-7,1-4,5-6,1,1,2,1,0,1,1,0,14
OK저축은행,64,039,201901,01,정유진,G,27:27,2-5,3-10,0-0,2,4,6,1,3,1,2,0,13
OK저축은행,64,039,201901,01,단타스,C,26:45,7-9,4-4,5-7,5,8,13,0,5,0,1,1,31
OK저축은행,64,039,201901,01,김소담,C,23:41,2-5,0-2,0-0,0,4,4,2,3,2,1,0,4
OK저축은행,64,039,201901,01,조은주,F,23:21,1-3,0-4,0-0,2,2,4,1,4,0,2,0,2
OK저축은행,64,039,201901,01,진안,C,13:11,0-3,0-0,0-0,2,3,5,0,2,0,1,1,0
OK저축은행,64,039,201901,01,이소희,G,12:44,1-3,0-4,0-0,0,0,0,2,1,0,2,0,2
OK저축은행,64,039,201901,01,한채진,F,06:14,1-2,0-1,0-0,1,0,1,0,0,0,0,0,2
OK저축은행,64,039,201901,01,팀합계,팀합계,200:00,17-41,9-33,11-15,13,25,38,16,22,6,12,2,72
