team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
신한은행,24,039,201811,01,곽주영,F,40:00,8-16,0-1,1-5,3,3,6,3,2,2,5,1,17
신한은행,24,039,201811,01,먼로,C,29:57,6-13,0-0,6-7,0,10,10,0,4,1,2,1,18
신한은행,24,039,201811,01,양지영,F,27:30,1-4,0-2,0-0,1,1,2,1,2,0,4,0,2
신한은행,24,039,201811,01,윤미지,G,26:29,0-3,0-1,0-0,0,2,2,5,2,1,1,0,0
신한은행,24,039,201811,01,이경은,G,20:36,1-4,4-6,0-0,1,0,1,2,1,1,0,0,14
신한은행,24,039,201811,01,김규희,G,16:33,2-3,0-1,1-2,3,2,5,2,4,1,0,1,5
신한은행,24,039,201811,01,김아름,F,16:22,2-3,1-5,0-0,5,3,8,0,1,1,1,0,7
신한은행,24,039,201811,01,한엄지,F,15:31,0-0,0-0,0-0,0,5,5,0,3,0,0,0,0
신한은행,24,039,201811,01,김태연,C,06:59,0-1,0-0,0-0,0,1,1,0,0,0,0,2,0
신한은행,24,039,201811,01,박혜미,F,00:03,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
신한은행,24,039,201811,01,팀합계,팀합계,200:00,20-47,5-16,8-14,13,27,40,13,19,7,13,5,63
