team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,15,046,202512,01,안혜지,G,39:47,3-6,3-7,0-1,0,2,2,4,3,1,2,0,15
BNK 썸,15,046,202512,01,박혜진,G,38:33,1-1,1-3,3-4,0,2,2,3,1,1,0,0,8
BNK 썸,15,046,202512,01,김소니아,F,35:34,9-16,0-1,5-5,2,6,8,5,4,2,2,0,23
BNK 썸,15,046,202512,01,이소희,G,34:07,3-9,0-0,2-2,2,3,5,2,4,0,0,0,8
BNK 썸,15,046,202512,01,김도연,C,19:04,1-8,0-0,2-4,3,1,4,0,3,0,0,0,4
BNK 썸,15,046,202512,01,김정은,F,15:13,3-4,2-2,0-1,1,1,2,0,3,0,1,0,12
BNK 썸,15,046,202512,01,변소정,F,08:25,0-1,0-0,0-0,1,0,1,0,0,0,0,0,0
BNK 썸,15,046,202512,01,스나가와 나츠키,G,06:28,0-0,0-2,2-2,0,3,3,1,2,1,0,0,2
BNK 썸,15,046,202512,01,이원정,G,02:49,0-2,0-0,0-0,0,0,0,0,1,0,0,0,0
BNK 썸,15,046,202512,01,팀합계,팀합계,200:00,20-47,6-15,14-19,9,18,27,15,21,5,5,0,72
