team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts,min_dec,fg2_m,fg2_a,fg3_m,fg3_a,ft_m,ft_a,game_key,fg_m,fg_a,fg_pct,fg2_pct,fg3_pct,ft_pct,efg_pct,ts_pct,eff,opponent
우리은행,7,046,202511,1,변하정,F,25:18,1-2,2-3,0-0,0,4,4,1,5,1,1,0,8,25.3,1,2,2,3,0,0,46-202511-7,3,5,60.0,50.0,66.7,0.0,80.0,80.0,11,신한은행
우리은행,7,046,202511,1,김예진,F,25:07,0-0,1-2,0-0,2,1,3,0,3,1,1,0,3,25.116666666666667,0,0,1,2,0,0,46-202511-7,1,2,50.0,0.0,50.0,0.0,75.0,75.0,5,신한은행
우리은행,7,046,202511,1,세키 나나미,G,24:02,2-5,1-5,0-0,0,2,2,6,5,0,2,0,7,24.033333333333335,2,5,1,5,0,0,46-202511-7,3,10,30.0,40.0,20.0,0.0,35.0,35.0,6,신한은행
우리은행,7,046,202511,1,강계리,G,21:05,3-3,1-3,3-6,2,3,5,2,3,3,0,0,12,21.083333333333332,3,3,1,3,3,6,46-202511-7,4,6,66.7,100.0,33.3,50.0,75.0,69.4,17,신한은행
우리은행,7,046,202511,1,박혜미,F,02:32,0-0,0-0,2-2,1,0,1,0,0,0,0,0,2,2.533333333333333,0,0,0,0,2,2,46-202511-7,0,0,0.0,0.0,0.0,100.0,0.0,113.6,3,신한은행
우리은행,7,046,202511,1,오니즈카 아야노,G,02:12,1-3,0-0,0-0,0,1,1,0,0,0,0,0,2,2.2,1,3,0,0,0,0,46-202511-7,1,3,33.3,33.3,0.0,0.0,33.3,33.3,1,신한은행
우리은행,7,046,202511,1,편선우,F,01:26,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,1.4333333333333333,0,0,0,0,0,0,46-202511-7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,신한은행
우리은행,7,046,202511,1,팀합계,팀합계,200:00,17-35,9-29,14-21,13,26,39,16,22,6,8,3,75,200.0,17,35,9,29,14,21,46-202511-7,26,64,40.6,48.6,31.0,66.7,47.7,51.2,86,신한은행
삼성생명,8,046,202511,1,이해란,F,31:11,9-16,1-4,5-8,2,6,8,1,3,1,3,0,26,31.183333333333334,9,16,1,4,5,8,46-202511-8,10,20,50.0,56.2,25.0,62.5,52.5,55.3,20,하나은행
삼성생명,8,046,202511,1,하마니시 나나미,G,29:25,6-10,0-5,3-3,2,1,3,4,4,2,2,0,15,29.416666666666668,6,10,0,5,3,3,46-202511-8,6,15,40.0,60.0,0.0,100.0,40.0,46.0,13,하나은행
삼성생명,8,046,202511,1,강유림,F,29:24,1-2,0-4,5-5,2,2,4,0,4,3,0,1,7,29.4,1,2,0,4,5,5,46-202511-8,1,6,16.7,50.0,0.0,100.0,16.7,42.7,10,하나은행
삼성생명,8,046,202511,1,김아름,F,20:38,2-4,1-3,0-0,4,1,5,0,3,1,1,0,7,20.633333333333333,2,4,1,3,0,0,46-202511-8,3,7,42.9,50.0,33.3,0.0,50.0,50.0,8,하나은행
삼성생명,8,046,202511,1,배혜윤,C,18:15,0-3,0-0,3-4,2,2,4,0,1,0,1,1,3,18.25,0,3,0,0,3,4,46-202511-8,0,3,0.0,0.0,0.0,75.0,0.0,31.5,3,하나은행
삼성생명,8,046,202511,1,조수아,G,17:41,1-5,0-2,0-0,0,0,0,3,2,0,0,0,2,17.683333333333334,1,5,0,2,0,0,46-202511-8,1,7,14.3,20.0,0.0,0.0,14.3,14.3,-1,하나은행
삼성생명,8,046,202511,1,이주연,G,15:59,1-4,0-1,0-0,0,1,1,1,2,0,1,0,2,15.983333333333333,1,4,0,1,0,0,46-202511-8,1,5,20.0,25.0,0.0,0.0,20.0,20.0,-1,하나은행
삼성생명,8,046,202511,1,가와무라 미유키,C,15:13,0-1,0-0,0-0,2,0,2,1,0,0,1,0,0,15.216666666666667,0,1,0,0,0,0,46-202511-8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,하나은행
삼성생명,8,046,202511,1,최예슬,F,12:40,0-0,0-0,0-0,0,2,2,1,0,0,1,0,0,12.666666666666666,0,0,0,0,0,0,46-202511-8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,하나은행
삼성생명,8,046,202511,1,윤예빈,G,09:34,1-1,0-0,0-0,0,1,1,0,2,2,1,0,2,9.566666666666666,1,1,0,0,0,0,46-202511-8,1,1,100.0,100.0,0.0,0.0,100.0,100.0,4,하나은행
삼성생명,8,046,202511,1,팀합계,팀합계,200:00,21-46,2-19,16-20,14,16,30,11,21,9,11,2,64,200.0,21,46,2,19,16,20,46-202511-8,23,65,35.4,45.7,10.5,80.0,36.9,43.4,59,하나은행
하나은행,8,046,202511,1,이이지마 사키,F,31:23,8-11,6-10,0-0,3,6,9,1,2,2,2,2,34,31.383333333333333,8,11,6,10,0,0,46-202511-8,14,21,66.7,72.7,60.0,0.0,81.0,81.0,39,삼성생명
하나은행,8,046,202511,1,박소희,G,28:45,1-3,0-4,6-8,2,2,4,6,1,1,3,0,8,28.75,1,3,0,4,6,8,46-202511-8,1,7,14.3,33.3,0.0,75.0,14.3,38.0,8,삼성생명
하나은행,8,046,202511,1,진안,C,27:12,9-14,0-0,0-1,4,5,9,0,4,0,3,1,18,27.2,9,14,0,0,0,1,46-202511-8,9,14,64.3,64.3,0.0,0.0,64.3,62.3,19,삼성생명
하나은행,8,046,202511,1,박진영,F,23:19,0-0,0-2,2-4,0,1,1,2,2,0,0,0,2,23.316666666666666,0,0,0,2,2,4,46-202511-8,0,2,0.0,0.0,0.0,50.0,0.0,26.6,1,삼성생명
하나은행,8,046,202511,1,정현,F,22:31,0-5,2-3,0-0,0,0,0,1,5,0,3,0,6,22.516666666666666,0,5,2,3,0,0,46-202511-8,2,8,25.0,0.0,66.7,0.0,37.5,37.5,-2,삼성생명
하나은행,8,046,202511,1,김정은,F,22:09,1-4,0-2,0-0,0,4,4,3,1,1,0,0,2,22.15,1,4,0,2,0,0,46-202511-8,1,6,16.7,25.0,0.0,0.0,16.7,16.7,5,삼성생명
하나은행,8,046,202511,1,정예림,G,20:12,1-1,0-1,1-2,6,1,7,1,3,0,1,2,3,20.2,1,1,0,1,1,2,46-202511-8,1,2,50.0,100.0,0.0,50.0,50.0,52.1,10,삼성생명
하나은행,8,046,202511,1,고서연,G,17:21,1-2,0-2,0-0,0,1,1,3,3,1,0,0,2,17.35,1,2,0,2,0,0,46-202511-8,1,4,25.0,50.0,0.0,0.0,25.0,25.0,4,삼성생명
하나은행,8,046,202511,1,양인영,C,07:08,0-0,0-0,1-2,0,0,0,0,1,0,0,0,1,7.133333333333334,0,0,0,0,1,2,46-202511-8,0,0,0.0,0.0,0.0,50.0,0.0,56.8,0,삼성생명
하나은행,8,046,202511,1,팀합계,팀합계,200:00,21-40,8-24,10-17,15,20,35,17,22,5,12,5,76,200.0,21,40,8,24,10,17,46-202511-8,29,64,45.3,52.5,33.3,58.8,51.6,53.2,84,삼성생명
KB스타즈,9,046,202511,1,강이슬,F,37:11,4-9,1-6,5-7,1,4,5,2,4,0,0,1,16,37.18333333333333,4,9,1,6,5,7,46-202511-9,5,15,33.3,44.4,16.7,71.4,36.7,44.2,12,신한은행
KB스타즈,9,046,202511,1,허예은,G,35:18,2-4,0-6,2-2,1,3,4,10,1,3,4,0,6,35.3,2,4,0,6,2,2,46-202511-9,2,10,20.0,50.0,0.0,100.0,20.0,27.6,11,신한은행
KB스타즈,9,046,202511,1,사카이 사라,G,28:41,3-6,1-3,0-0,1,1,2,0,2,0,1,0,9,28.683333333333334,3,6,1,3,0,0,46-202511-9,4,9,44.4,50.0,33.3,0.0,50.0,50.0,5,신한은행
KB스타즈,9,046,202511,1,이채은,G,26:28,3-6,0-2,0-0,1,3,4,0,3,1,2,0,6,26.466666666666665,3,6,0,2,0,0,46-202511-9,3,8,37.5,50.0,0.0,0.0,37.5,37.5,4,신한은행
KB스타즈,9,046,202511,1,송윤하,C,26:09,2-6,1-2,0-0,2,2,4,2,4,0,1,3,7,26.15,2,6,1,2,0,0,46-202511-9,3,8,37.5,33.3,50.0,0.0,43.8,43.8,10,신한은행
KB스타즈,9,046,202511,1,나윤정,F,25:04,2-2,2-4,0-0,1,2,3,0,4,1,1,0,10,25.066666666666666,2,2,2,4,0,0,46-202511-9,4,6,66.7,100.0,50.0,0.0,83.3,83.3,11,신한은행
KB스타즈,9,046,202511,1,양지수,F,13:15,1-1,1-2,0-0,0,0,0,1,2,2,0,0,5,13.25,1,1,1,2,0,0,46-202511-9,2,3,66.7,100.0,50.0,0.0,83.3,83.3,7,신한은행
KB스타즈,9,046,202511,1,성수연,G,06:43,0-0,1-1,0-0,0,2,2,1,3,0,2,0,3,6.716666666666667,0,0,1,1,0,0,46-202511-9,1,1,100.0,0.0,100.0,0.0,150.0,150.0,4,신한은행
KB스타즈,9,046,202511,1,고현지,F,01:11,0-1,0-0,0-0,0,1,1,0,0,0,0,0,0,1.1833333333333333,0,1,0,0,0,0,46-202511-9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,신한은행
KB스타즈,9,046,202511,1,팀합계,팀합계,200:00,17-35,7-26,7-9,7,18,25,16,23,7,11,4,62,200.0,17,35,7,26,7,9,46-202511-9,24,61,39.3,48.6,26.9,77.8,45.1,47.7,64,신한은행
신한은행,9,046,202511,1,김진영,F,40:00,2-7,2-3,1-2,6,5,11,2,4,0,3,1,11,40.0,2,7,2,3,1,2,46-202511-9,4,10,40.0,28.6,66.7,50.0,50.0,50.6,15,KB스타즈
신한은행,9,046,202511,1,신지현,G,39:09,1-7,4-10,0-0,1,8,9,6,3,0,4,0,14,39.15,1,7,4,10,0,0,46-202511-9,5,17,29.4,14.3,40.0,0.0,41.2,41.2,13,KB스타즈
신한은행,9,046,202511,1,홍유순,F,36:36,2-10,1-2,1-1,5,3,8,3,3,2,1,1,8,36.6,2,10,1,2,1,1,46-202511-9,3,12,25.0,20.0,50.0,100.0,29.2,32.2,12,KB스타즈
신한은행,9,046,202511,1,신이슬,G,34:29,4-13,1-3,1-1,4,3,7,5,3,3,2,0,12,34.483333333333334,4,13,1,3,1,1,46-202511-9,5,16,31.2,30.8,33.3,100.0,34.4,36.5,14,KB스타즈
신한은행,9,046,202511,1,최이샘,F,23:23,1-5,0-1,2-2,1,4,5,1,2,0,1,0,4,23.383333333333333,1,5,0,1,2,2,46-202511-9,1,6,16.7,20.0,0.0,100.0,16.7,29.1,4,KB스타즈
신한은행,9,046,202511,1,미마 루이,C,17:40,3-10,0-1,6-8,4,2,6,0,1,2,2,0,12,17.666666666666668,3,10,0,1,6,8,46-202511-9,3,11,27.3,30.0,0.0,75.0,27.3,41.3,8,KB스타즈
신한은행,9,046,202511,1,고나연,F,08:43,0-0,0-0,0-0,0,1,1,1,0,0,1,0,0,8.716666666666667,0,0,0,0,0,0,46-202511-9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,KB스타즈
신한은행,9,046,202511,1,팀합계,팀합계,200:00,13-52,8-20,11-14,21,26,47,18,16,7,14,2,61,200.0,13,52,8,20,11,14,46-202511-9,21,72,29.2,25.0,40.0,78.6,34.7,39.0,67,KB스타즈
