season_gu,game_type,ym,game_no,game_key,team,min_total,fg2_m,fg2_a,fg3_m,fg3_a,ft_m,ft_a,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts_for,fg_m,fg_a,fg_pct,fg2_pct,fg3_pct,ft_pct,efg_pct,ts_pct,eff,opponent,pts_against,margin,win,pts
016,0,200409,27,16-0-200409-27,KB스타즈,200.0,26,38,10,34,18,30,15,40,55,16,15,10,12,3,100,36,72,50.0,68.4,29.4,60.0,56.9,58.7,124,우리은행,45,55,True,100
016,0,200409,27,16-0-200409-27,우리은행,200.0,16,48,2,25,7,9,15,22,37,3,25,6,16,1,45,18,73,24.7,33.3,8.0,77.8,26.0,29.2,19,KB스타즈,100,-55,False,45
016,0,200409,28,16-0-200409-28,금호생명,200.0,24,41,3,22,11,16,7,35,42,10,15,6,20,2,68,27,63,42.9,58.5,13.6,68.8,45.2,48.5,67,현대,85,-17,False,68
016,0,200409,28,16-0-200409-28,현대,200.0,25,56,9,27,8,10,14,25,39,13,14,18,8,0,85,34,83,41.0,44.6,33.3,80.0,46.4,48.6,96,금호생명,68,17,True,85
016,0,200409,29,16-0-200409-29,삼성생명,200.0,18,47,10,19,11,16,13,29,42,13,22,11,10,4,77,28,66,42.4,38.3,52.6,68.8,50.0,52.7,94,우리은행,53,24,True,77
016,0,200409,29,16-0-200409-29,우리은행,200.0,17,42,3,23,10,16,14,23,37,5,19,2,16,6,53,20,65,30.8,40.5,13.0,62.5,33.1,36.8,36,삼성생명,77,-24,False,53
016,0,200409,30,16-0-200409-30,KB스타즈,200.0,19,41,9,23,8,12,13,24,37,14,20,9,13,2,73,28,64,43.8,46.3,39.1,66.7,50.8,52.7,82,신세계,65,8,True,73
016,0,200409,30,16-0-200409-30,신세계,200.0,22,43,4,19,9,15,11,17,28,11,14,9,12,5,65,26,62,41.9,51.2,21.1,60.0,45.2,47.4,64,KB스타즈,73,-8,False,65
017,1,200501,6,17-1-200501-6,KB스타즈,200.0,25,47,5,20,10,12,11,27,38,11,20,11,11,2,75,30,67,44.8,53.2,25.0,83.3,48.5,51.9,87,신세계,66,9,True,75
017,1,200501,6,17-1-200501-6,신세계,200.0,20,42,4,18,14,19,11,25,36,12,19,8,15,3,66,24,60,40.0,47.6,22.2,73.7,43.3,48.3,69,KB스타즈,75,-9,False,66
017,1,200501,7,17-1-200501-7,삼성생명,200.0,25,48,2,13,6,7,11,26,37,13,18,6,12,2,62,27,61,44.3,52.1,15.4,85.7,45.9,48.4,73,신한은행,51,11,True,62
017,1,200501,7,17-1-200501-7,신한은행,200.0,21,49,1,2,6,10,2,21,23,13,18,6,11,1,51,22,51,43.1,42.9,50.0,60.0,44.1,46.0,50,삼성생명,62,-11,False,51
017,1,200501,8,17-1-200501-8,금호생명,200.0,20,37,7,15,17,19,6,28,34,17,20,2,12,1,78,27,52,51.9,54.1,46.7,89.5,58.7,64.6,93,우리은행,76,2,True,78
017,1,200501,8,17-1-200501-8,우리은행,200.0,31,53,2,15,8,16,9,19,28,11,19,2,3,1,76,33,68,48.5,58.5,13.3,50.0,50.0,50.6,72,금호생명,78,-2,False,76
017,1,200501,9,17-1-200501-9,KB스타즈,200.0,20,42,5,21,12,16,20,25,45,14,14,8,15,3,67,25,63,39.7,47.6,23.8,75.0,43.7,47.8,80,신한은행,49,18,True,67
017,1,200501,9,17-1-200501-9,신한은행,200.0,22,47,0,14,5,8,14,18,32,9,20,8,12,1,49,22,61,36.1,46.8,0.0,62.5,36.1,38.0,45,KB스타즈,67,-18,False,49
017,1,200501,10,17-1-200501-10,삼성생명,200.0,25,46,1,12,12,22,6,20,26,12,21,7,14,1,65,26,58,44.8,54.3,8.3,54.5,45.7,48.0,55,신세계,80,-15,False,65
017,1,200501,10,17-1-200501-10,신세계,200.0,25,42,5,16,15,19,6,27,33,16,22,4,16,4,80,30,58,51.7,59.5,31.2,78.9,56.0,60.3,89,삼성생명,65,15,True,80
017,1,200501,11,17-1-200501-11,신한은행,200.0,22,47,3,10,7,9,13,14,27,15,16,6,15,5,60,25,57,43.9,46.8,30.0,77.8,46.5,49.2,64,우리은행,65,-5,False,60
017,1,200501,11,17-1-200501-11,우리은행,200.0,21,37,6,11,5,7,4,16,20,7,15,12,13,7,65,27,48,56.2,56.8,54.5,71.4,62.5,63.6,75,신한은행,60,5,True,65
017,1,200501,12,17-1-200501-12,금호생명,200.0,20,45,3,18,6,6,6,35,41,12,18,2,14,0,55,23,63,36.5,44.4,16.7,100.0,38.9,41.9,56,신세계,56,-1,False,55
017,1,200501,12,17-1-200501-12,신세계,200.0,19,52,2,18,12,18,10,26,36,9,14,8,7,5,56,21,70,30.0,36.5,11.1,66.7,31.4,35.9,52,금호생명,55,1,True,56
017,1,200501,13,17-1-200501-13,KB스타즈,200.0,20,48,6,23,20,22,20,21,41,12,23,8,10,1,78,26,71,36.6,41.7,26.1,90.9,40.8,48.3,83,삼성생명,76,2,True,78
017,1,200501,13,17-1-200501-13,삼성생명,200.0,21,40,7,20,13,21,12,25,37,19,24,9,12,0,76,28,60,46.7,52.5,35.0,61.9,52.5,54.9,89,KB스타즈,78,-2,False,76
017,1,200501,14,17-1-200501-14,금호생명,200.0,23,44,5,13,19,24,6,18,24,16,12,3,8,1,80,28,57,49.1,52.3,38.5,79.2,53.5,59.2,82,신한은행,81,-1,False,80
017,1,200501,14,17-1-200501-14,신한은행,200.0,35,54,2,9,5,6,5,20,25,19,22,2,8,3,81,37,63,58.7,64.8,22.2,83.3,60.3,61.7,95,금호생명,80,1,True,81
017,1,200501,15,17-1-200501-15,신세계,200.0,13,44,9,22,5,12,11,24,35,11,17,6,8,4,58,22,66,33.3,29.5,40.9,41.7,40.2,40.7,55,우리은행,59,-1,False,58
017,1,200501,15,17-1-200501-15,우리은행,200.0,22,47,3,16,6,9,9,27,36,5,17,3,7,6,59,25,63,39.7,46.8,18.8,66.7,42.1,44.1,61,신세계,58,1,True,59
017,1,200501,16,17-1-200501-16,KB스타즈,200.0,20,42,8,23,5,7,12,17,29,14,18,7,15,0,69,28,65,43.1,47.6,34.8,71.4,49.2,50.7,65,삼성생명,79,-10,False,69
017,1,200501,16,17-1-200501-16,삼성생명,200.0,19,34,9,23,14,18,9,24,33,11,15,11,13,5,79,28,57,49.1,55.9,39.1,77.8,57.0,60.8,93,KB스타즈,69,10,True,79
017,1,200501,17,17-1-200501-17,금호생명,200.0,19,49,7,15,20,28,14,13,27,11,18,7,6,2,79,26,64,40.6,38.8,46.7,71.4,46.1,51.8,74,신한은행,80,-1,False,79
017,1,200501,17,17-1-200501-17,신한은행,200.0,29,48,4,10,10,11,10,27,37,20,26,3,13,5,80,33,58,56.9,60.4,40.0,90.9,60.3,63.7,106,금호생명,79,1,True,80
017,1,200501,18,17-1-200501-18,신세계,200.0,17,40,7,18,8,10,9,28,37,13,16,3,15,4,63,24,58,41.4,42.5,38.9,80.0,47.4,50.5,69,우리은행,65,-2,False,63
017,1,200501,18,17-1-200501-18,우리은행,200.0,20,52,6,13,7,9,10,20,30,10,15,6,8,3,65,26,65,40.0,38.5,46.2,77.8,44.6,47.1,65,신세계,63,2,True,65
017,1,200501,19,17-1-200501-19,KB스타즈,200.0,17,45,4,16,13,15,11,21,32,15,17,6,18,1,59,21,61,34.4,37.8,25.0,86.7,37.7,43.6,53,신한은행,61,-2,False,59
017,1,200501,19,17-1-200501-19,신한은행,200.0,19,35,4,14,11,19,7,25,32,21,21,9,19,7,61,23,49,46.9,54.3,28.6,57.9,51.0,53.2,77,KB스타즈,59,2,True,61
017,1,200501,20,17-1-200501-20,삼성생명,200.0,30,53,11,21,5,7,14,22,36,17,19,11,15,0,98,41,74,55.4,56.6,52.4,71.4,62.8,63.6,112,신세계,80,18,True,98
017,1,200501,20,17-1-200501-20,신세계,200.0,25,43,6,19,12,17,11,17,28,13,11,13,16,2,80,31,62,50.0,58.1,31.6,70.6,54.8,57.6,84,삼성생명,98,-18,False,80
017,1,200501,21,17-1-200501-21,신한은행,200.0,19,41,2,8,20,27,10,28,38,13,20,3,15,6,64,21,49,42.9,46.3,25.0,74.1,44.9,52.6,74,우리은행,72,-8,False,64
017,1,200501,21,17-1-200501-21,우리은행,200.0,19,45,7,15,13,18,4,20,24,18,25,8,7,9,72,26,60,43.3,42.2,46.7,72.2,49.2,53.0,85,신한은행,64,8,True,72
017,1,200501,22,17-1-200501-22,금호생명,200.0,19,40,8,21,4,6,11,25,36,16,15,2,9,3,66,27,61,44.3,47.5,38.1,66.7,50.8,51.9,78,신세계,62,4,True,66
017,1,200501,22,17-1-200501-22,신세계,200.0,20,49,6,15,4,6,9,23,32,13,18,5,6,2,62,26,64,40.6,40.8,40.0,66.7,45.3,46.5,68,금호생명,66,-4,False,62
017,1,200501,23,17-1-200501-23,삼성생명,200.0,13,41,2,23,11,18,11,24,35,7,19,6,8,6,43,15,64,23.4,31.7,8.7,61.1,25.0,29.9,33,신한은행,61,-18,False,43
017,1,200501,23,17-1-200501-23,신한은행,200.0,23,54,2,9,9,14,14,37,51,19,20,5,14,8,61,25,63,39.7,42.6,22.2,64.3,41.3,44.1,87,삼성생명,43,18,True,61
017,1,200501,24,17-1-200501-24,KB스타즈,200.0,23,49,4,23,5,6,15,20,35,17,22,10,12,4,63,27,72,37.5,46.9,17.4,83.3,40.3,42.2,71,신세계,70,-7,False,63
017,1,200501,24,17-1-200501-24,신세계,200.0,21,40,4,13,16,20,7,27,34,18,16,6,16,4,70,25,53,47.2,52.5,30.8,80.0,50.9,56.6,84,KB스타즈,63,7,True,70
017,1,200501,25,17-1-200501-25,금호생명,225.0,24,53,7,18,6,13,8,26,34,13,21,4,6,0,75,31,71,43.7,45.3,38.9,46.2,48.6,48.9,73,삼성생명,79,-4,False,75
017,1,200501,25,17-1-200501-25,삼성생명,225.0,22,50,7,19,14,19,13,33,46,8,19,3,12,1,79,29,69,42.0,44.0,36.8,73.7,47.1,51.1,80,금호생명,75,4,True,79
017,1,200501,26,17-1-200501-26,KB스타즈,200.0,18,47,7,19,15,18,11,32,43,20,15,8,10,4,72,25,66,37.9,38.3,36.8,83.3,43.2,48.7,93,우리은행,53,19,True,72
017,1,200501,26,17-1-200501-26,우리은행,200.0,20,46,3,14,4,9,7,28,35,14,21,7,15,8,53,23,60,38.3,43.5,21.4,44.4,40.8,41.4,60,KB스타즈,72,-19,False,53
017,1,200501,27,17-1-200501-27,금호생명,200.0,25,48,6,17,11,16,11,33,44,15,18,2,8,2,79,31,65,47.7,52.1,35.3,68.8,52.3,54.8,95,우리은행,63,16,True,79
017,1,200501,27,17-1-200501-27,우리은행,200.0,23,45,3,19,8,15,8,22,30,10,17,3,5,4,63,26,64,40.6,51.1,15.8,53.3,43.0,44.6,60,금호생명,79,-16,False,63
017,1,200501,28,17-1-200501-28,신세계,200.0,22,49,3,14,5,7,12,22,34,12,12,9,10,6,58,25,63,39.7,44.9,21.4,71.4,42.1,43.9,69,신한은행,59,-1,False,58
017,1,200501,28,17-1-200501-28,신한은행,200.0,20,44,5,13,4,4,5,25,30,12,15,8,13,5,59,25,57,43.9,45.5,38.5,100.0,48.2,50.2,69,신세계,58,1,True,59
017,1,200501,29,17-1-200501-29,삼성생명,200.0,15,34,8,25,11,16,2,20,22,16,21,10,5,4,65,23,59,39.0,44.1,32.0,68.8,45.8,49.2,71,우리은행,76,-11,False,65
017,1,200501,29,17-1-200501-29,우리은행,200.0,26,52,4,11,12,18,13,37,50,13,18,2,12,3,76,30,63,47.6,50.0,36.4,66.7,50.8,53.6,93,삼성생명,65,11,True,76
017,1,200501,30,17-1-200501-30,KB스타즈,200.0,21,42,8,26,6,6,10,18,28,11,20,5,10,4,72,29,68,42.6,50.0,30.8,100.0,48.5,51.0,71,금호생명,77,-5,False,72
017,1,200501,30,17-1-200501-30,금호생명,200.0,27,49,2,11,17,20,10,25,35,14,14,7,12,1,77,29,60,48.3,55.1,18.2,85.0,50.0,56.0,88,KB스타즈,72,5,True,77
017,1,200501,31,17-1-200501-31,신세계,200.0,18,49,5,14,13,22,11,24,35,11,20,14,14,4,64,23,63,36.5,36.7,35.7,59.1,40.5,44.0,65,신한은행,63,1,True,64
017,1,200501,31,17-1-200501-31,신한은행,200.0,25,48,1,8,10,18,8,30,38,16,23,10,22,5,63,26,56,46.4,52.1,12.5,55.6,47.3,49.3,72,신세계,64,-1,False,63
017,1,200501,32,17-1-200501-32,KB스타즈,200.0,16,41,7,24,14,19,14,26,40,9,16,5,13,0,67,23,65,35.4,39.0,29.2,73.7,40.8,45.7,61,신세계,58,9,True,67
017,1,200501,32,17-1-200501-32,신세계,200.0,18,39,5,22,7,8,10,24,34,11,23,7,13,6,58,23,61,37.7,46.2,22.7,87.5,41.8,44.9,64,KB스타즈,67,-9,False,58
017,1,200501,33,17-1-200501-33,금호생명,200.0,15,36,7,18,13,19,8,26,34,13,16,1,14,1,64,22,54,40.7,41.7,38.9,68.4,47.2,51.3,61,삼성생명,90,-26,False,64
017,1,200501,33,17-1-200501-33,삼성생명,200.0,23,45,11,23,11,13,12,21,33,21,19,9,2,4,90,34,68,50.0,51.1,47.8,84.6,58.1,61.0,119,금호생명,64,26,True,90
017,1,200502,34,17-1-200502-34,KB스타즈,200.0,17,33,1,16,9,10,8,27,35,12,17,1,12,5,46,18,49,36.7,51.5,6.2,90.0,37.8,43.1,55,우리은행,51,-5,False,46
017,1,200502,34,17-1-200502-34,우리은행,200.0,16,49,5,16,4,5,14,21,35,15,19,6,7,4,51,21,65,32.3,32.7,31.2,80.0,36.2,37.9,59,KB스타즈,46,5,True,51
017,1,200502,35,17-1-200502-35,삼성생명,200.0,21,41,7,22,6,9,10,17,27,15,19,9,10,2,69,28,63,44.4,51.2,31.8,66.7,50.0,51.5,74,신한은행,64,5,True,69
017,1,200502,35,17-1-200502-35,신한은행,200.0,20,37,6,18,6,9,10,21,31,18,16,6,15,4,64,26,55,47.3,54.1,33.3,66.7,52.7,54.3,76,삼성생명,69,-5,False,64
017,1,200502,36,17-1-200502-36,신세계,200.0,16,40,4,15,18,23,10,26,36,13,15,7,10,1,62,20,55,36.4,40.0,26.7,78.3,40.0,47.6,69,우리은행,69,-7,False,62
017,1,200502,36,17-1-200502-36,우리은행,200.0,17,37,9,20,8,13,6,22,28,15,20,2,11,4,69,26,57,45.6,45.9,45.0,61.5,53.5,55.0,71,신세계,62,7,True,69
017,1,200502,37,17-1-200502-37,KB스타즈,200.0,19,51,4,17,8,16,19,20,39,14,19,9,15,2,58,23,68,33.8,37.3,23.5,50.0,36.8,38.6,54,금호생명,82,-24,False,58
017,1,200502,37,17-1-200502-37,금호생명,200.0,24,41,8,23,10,16,14,26,40,19,19,10,14,6,82,32,64,50.0,58.5,34.8,62.5,56.2,57.7,105,KB스타즈,58,24,True,82
017,1,200502,38,17-1-200502-38,삼성생명,200.0,18,40,5,20,14,19,7,16,23,14,23,8,11,0,65,23,60,38.3,45.0,25.0,73.7,42.5,47.5,57,신세계,69,-4,False,65
017,1,200502,38,17-1-200502-38,신세계,200.0,20,37,3,14,20,25,11,29,40,7,22,6,18,3,69,23,51,45.1,54.1,21.4,80.0,48.0,55.6,74,삼성생명,65,4,True,69
017,1,200502,39,17-1-200502-39,금호생명,200.0,17,43,2,13,13,16,11,19,30,9,14,6,10,2,53,19,56,33.9,39.5,15.4,81.2,35.7,42.0,50,우리은행,59,-6,False,53
017,1,200502,39,17-1-200502-39,우리은행,200.0,21,41,4,17,5,10,11,26,37,12,21,5,9,3,59,25,58,43.1,51.2,23.5,50.0,46.6,47.3,69,금호생명,53,6,True,59
017,1,200502,40,17-1-200502-40,KB스타즈,200.0,22,42,4,20,10,16,10,23,33,9,19,10,7,3,66,26,62,41.9,52.4,20.0,62.5,45.2,47.8,72,신한은행,60,6,True,66
017,1,200502,40,17-1-200502-40,신한은행,200.0,21,43,4,14,6,11,12,23,35,19,22,3,15,3,60,25,57,43.9,48.8,28.6,54.5,47.4,48.5,68,KB스타즈,66,-6,False,60
017,1,200502,41,17-1-200502-41,금호생명,200.0,20,47,6,20,11,15,8,23,31,14,24,3,7,3,69,26,67,38.8,42.6,30.0,73.3,43.3,46.9,68,신한은행,77,-8,False,69
017,1,200502,41,17-1-200502-41,신한은행,200.0,21,42,7,14,14,20,5,32,37,19,22,5,10,4,77,28,56,50.0,50.0,50.0,70.0,56.2,59.4,98,금호생명,69,8,True,77
017,1,200502,42,17-1-200502-42,삼성생명,200.0,18,40,6,20,4,6,9,16,25,13,24,6,4,1,58,24,60,40.0,45.0,30.0,66.7,45.0,46.3,61,우리은행,66,-8,False,58
017,1,200502,42,17-1-200502-42,우리은행,200.0,17,28,5,18,17,23,10,24,34,14,16,1,12,7,66,22,46,47.8,60.7,27.8,73.9,53.3,58.8,80,삼성생명,58,8,True,66
017,1,200502,43,17-1-200502-43,금호생명,200.0,17,44,7,19,5,9,12,29,41,15,13,5,12,5,60,24,63,38.1,38.6,36.8,55.6,43.7,44.8,71,신세계,57,3,True,60
017,1,200502,43,17-1-200502-43,신세계,200.0,20,50,2,11,11,12,8,28,36,13,17,6,8,2,57,22,61,36.1,40.0,18.2,91.7,37.7,43.0,66,금호생명,60,-3,False,57
017,1,200502,44,17-1-200502-44,KB스타즈,200.0,19,33,7,21,9,11,16,28,44,15,13,2,20,2,68,26,54,48.1,57.6,33.3,81.8,54.6,57.8,81,삼성생명,53,15,True,68
017,1,200502,44,17-1-200502-44,삼성생명,200.0,21,48,2,20,5,6,12,9,21,12,16,13,7,0,53,23,68,33.8,43.8,10.0,83.3,35.3,37.5,46,KB스타즈,68,-15,False,53
017,1,200502,45,17-1-200502-45,신한은행,200.0,21,46,3,16,7,13,9,24,33,16,21,9,8,5,58,24,62,38.7,45.7,18.8,53.8,41.1,42.8,69,우리은행,61,-3,False,58
017,1,200502,45,17-1-200502-45,우리은행,200.0,17,42,3,12,18,20,7,28,35,11,17,5,10,4,61,20,54,37.0,40.5,25.0,90.0,39.8,48.6,70,신한은행,58,3,True,61
017,1,200502,46,17-1-200502-46,삼성생명,200.0,18,49,4,18,6,12,11,24,35,6,18,9,11,4,54,22,67,32.8,36.7,22.2,50.0,35.8,37.4,46,신세계,57,-3,False,54
017,1,200502,46,17-1-200502-46,신세계,200.0,21,46,2,10,9,13,8,29,37,10,21,7,15,7,57,23,56,41.1,45.7,20.0,69.2,42.9,46.2,66,삼성생명,54,3,True,57
017,1,200502,47,17-1-200502-47,KB스타즈,200.0,18,36,8,21,11,15,7,27,34,18,16,4,10,0,71,26,57,45.6,50.0,38.1,73.3,52.6,55.8,82,신한은행,66,5,True,71
017,1,200502,47,17-1-200502-47,신한은행,200.0,21,45,6,21,6,8,11,22,33,19,19,9,8,0,66,27,66,40.9,46.7,28.6,75.0,45.5,47.5,78,KB스타즈,71,-5,False,66
017,1,200502,48,17-1-200502-48,신세계,200.0,17,43,4,14,15,21,12,17,29,14,21,4,14,1,61,21,57,36.8,39.5,28.6,71.4,40.4,46.0,53,우리은행,80,-19,False,61
017,1,200502,48,17-1-200502-48,우리은행,200.0,23,44,6,17,16,23,10,21,31,16,18,9,12,8,80,29,61,47.5,52.3,35.3,69.6,52.5,56.2,93,신세계,61,19,True,80
017,1,200502,49,17-1-200502-49,금호생명,200.0,25,49,4,14,12,16,8,23,31,15,19,5,8,1,74,29,63,46.0,51.0,28.6,75.0,49.2,52.8,80,신한은행,84,-10,False,74
017,1,200502,49,17-1-200502-49,신한은행,200.0,24,49,8,13,12,16,7,24,31,18,23,3,7,2,84,32,62,51.6,49.0,61.5,75.0,58.1,60.8,97,금호생명,74,10,True,84
017,1,200502,50,17-1-200502-50,금호생명,200.0,24,51,2,15,8,15,18,19,37,12,16,10,10,1,62,26,66,39.4,47.1,13.3,53.3,40.9,42.7,65,신세계,59,3,True,62
017,1,200502,50,17-1-200502-50,신세계,200.0,21,41,2,11,11,13,7,21,28,6,21,6,14,1,59,23,52,44.2,51.2,18.2,84.6,46.2,51.1,55,금호생명,62,-3,False,59
017,1,200502,51,17-1-200502-51,삼성생명,200.0,20,45,3,21,15,16,14,18,32,8,25,8,7,1,64,23,66,34.8,44.4,14.3,93.8,37.1,43.8,62,신한은행,75,-11,False,64
017,1,200502,51,17-1-200502-51,신한은행,200.0,23,42,5,11,14,23,6,29,35,15,21,3,12,1,75,28,53,52.8,54.8,45.5,60.9,57.5,59.4,83,삼성생명,64,11,True,75
017,1,200502,52,17-1-200502-52,KB스타즈,225.0,25,43,5,25,9,16,14,28,42,15,17,5,11,3,74,30,68,44.1,58.1,20.0,56.2,47.8,49.3,83,우리은행,71,3,True,74
017,1,200502,52,17-1-200502-52,우리은행,225.0,21,39,8,22,5,9,5,23,28,12,24,9,11,2,71,29,61,47.5,53.8,36.4,55.6,54.1,54.6,75,KB스타즈,74,-3,False,71
017,1,200502,53,17-1-200502-53,금호생명,200.0,15,29,7,19,8,13,7,20,27,13,20,5,12,0,59,22,48,45.8,51.7,36.8,61.5,53.1,54.9,61,삼성생명,54,5,True,59
017,1,200502,53,17-1-200502-53,삼성생명,200.0,16,36,6,19,4,10,9,17,26,17,20,4,8,2,54,22,55,40.0,44.4,31.6,40.0,45.5,45.5,56,금호생명,59,-5,False,54
017,1,200502,54,17-1-200502-54,신한은행,200.0,19,33,3,14,14,17,4,30,34,14,18,4,17,3,61,22,47,46.8,57.6,21.4,82.4,50.0,56.0,71,우리은행,63,-2,False,61
017,1,200502,54,17-1-200502-54,우리은행,200.0,21,41,3,17,12,16,6,18,24,7,21,12,6,4,63,24,58,41.4,51.2,17.6,75.0,44.0,48.4,66,신한은행,61,2,True,63
017,1,200502,55,17-1-200502-55,KB스타즈,225.0,17,49,11,24,10,12,17,23,40,9,24,10,14,2,77,28,73,38.4,34.7,45.8,83.3,45.9,49.2,77,신세계,75,2,True,77
017,1,200502,55,17-1-200502-55,신세계,225.0,25,49,4,13,13,16,9,26,35,6,21,8,14,4,75,29,62,46.8,51.0,30.8,81.2,50.0,54.3,78,KB스타즈,77,-2,False,75
017,1,200502,56,17-1-200502-56,삼성생명,200.0,19,41,3,17,9,14,10,30,40,8,15,8,16,4,56,22,58,37.9,46.3,17.6,64.3,40.5,43.6,59,우리은행,55,1,True,56
017,1,200502,56,17-1-200502-56,우리은행,200.0,16,42,5,17,8,12,10,25,35,10,17,6,15,3,55,21,59,35.6,38.1,29.4,66.7,39.8,42.8,52,삼성생명,56,-1,False,55
017,1,200502,57,17-1-200502-57,KB스타즈,200.0,22,39,5,27,2,3,11,23,34,10,13,9,11,3,61,27,66,40.9,56.4,18.5,66.7,44.7,45.3,66,금호생명,69,-8,False,61
017,1,200502,57,17-1-200502-57,금호생명,200.0,19,41,7,17,10,14,8,26,34,14,12,5,12,0,69,26,58,44.8,46.3,41.2,71.4,50.9,53.8,74,KB스타즈,61,8,True,69
017,1,200502,58,17-1-200502-58,신세계,200.0,23,46,2,6,11,15,2,29,31,10,19,9,12,5,63,25,52,48.1,50.0,33.3,73.3,50.0,53.8,75,신한은행,59,4,True,63
017,1,200502,58,17-1-200502-58,신한은행,200.0,16,43,3,13,18,24,6,28,34,12,19,8,12,1,59,19,56,33.9,37.2,23.1,75.0,36.6,44.3,59,신세계,63,-4,False,59
017,1,200503,59,17-1-200503-59,KB스타즈,200.0,13,37,4,18,13,15,7,25,32,8,20,9,12,0,51,17,55,30.9,35.1,22.2,86.7,34.5,41.4,48,삼성생명,62,-11,False,51
017,1,200503,59,17-1-200503-59,삼성생명,200.0,15,36,8,20,8,14,9,32,41,15,17,7,14,4,62,23,56,41.1,41.7,40.0,57.1,48.2,49.9,76,KB스타즈,51,11,True,62
017,1,200503,60,17-1-200503-60,금호생명,200.0,22,48,4,8,7,11,8,26,34,11,17,5,9,2,63,26,56,46.4,45.8,50.0,63.6,50.0,51.8,72,우리은행,59,4,True,63
017,1,200503,60,17-1-200503-60,우리은행,200.0,21,44,3,15,8,10,9,24,33,14,21,5,9,2,59,24,59,40.7,47.7,20.0,80.0,43.2,46.5,67,금호생명,63,-4,False,59
017,8,200503,1,17-8-200503-1,Chanson,200.0,16,49,4,15,22,29,14,22,36,11,19,9,11,2,66,20,64,31.2,32.7,26.7,75.9,34.4,43.0,62,우리은행,84,-18,False,66
017,8,200503,1,17-8-200503-1,우리은행,200.0,19,37,12,29,10,14,15,26,41,14,26,7,17,8,84,31,66,47.0,51.4,41.4,71.4,56.1,58.2,98,Chanson,66,18,True,84
017,8,200503,2,17-8-200503-2,Chanson,200.0,15,49,4,14,16,22,7,13,20,15,25,12,11,1,58,19,63,30.2,30.6,28.6,72.7,33.3,39.9,45,우리은행,72,-14,False,58
017,8,200503,2,17-8-200503-2,우리은행,200.0,17,32,7,23,17,24,13,32,45,14,22,3,21,7,72,24,55,43.6,53.1,30.4,70.8,50.0,54.9,82,Chanson,58,14,True,72
018,0,200506,1,18-0-200506-1,금호생명,200.0,22,44,4,17,8,12,15,31,46,8,14,7,17,1,64,26,61,42.6,50.0,23.5,66.7,45.9,48.3,70,신한은행,55,9,True,64
018,0,200506,1,18-0-200506-1,신한은행,200.0,17,44,5,18,6,8,10,21,31,13,19,6,12,1,55,22,62,35.5,38.6,27.8,75.0,39.5,42.0,52,금호생명,64,-9,False,55
018,0,200506,2,18-0-200506-2,KB스타즈,200.0,20,42,7,27,9,10,18,36,54,15,18,2,14,4,70,27,69,39.1,47.6,25.9,90.0,44.2,47.7,88,우리은행,63,7,True,70
018,0,200506,2,18-0-200506-2,우리은행,200.0,21,51,5,24,6,11,11,24,35,10,19,9,3,2,63,26,75,34.7,41.2,20.8,54.5,38.0,39.5,62,KB스타즈,70,-7,False,63
018,0,200506,3,18-0-200506-3,삼성생명,200.0,17,44,6,18,11,16,10,27,37,13,31,5,13,3,63,23,62,37.1,38.6,33.3,68.8,41.9,45.6,64,신세계,71,-8,False,63
018,0,200506,3,18-0-200506-3,신세계,200.0,9,29,11,27,20,32,11,24,35,13,22,5,12,4,71,20,56,35.7,31.0,40.7,62.5,45.5,50.7,68,삼성생명,63,8,True,71
018,0,200506,4,18-0-200506-4,KB스타즈,200.0,20,38,3,21,15,22,13,28,41,12,17,13,15,2,64,23,59,39.0,52.6,14.3,68.2,41.5,46.6,74,금호생명,47,17,True,64
018,0,200506,4,18-0-200506-4,금호생명,200.0,13,29,5,31,6,11,14,26,40,8,22,9,21,3,47,18,60,30.0,44.8,16.1,54.5,34.2,36.2,39,KB스타즈,64,-17,False,47
018,0,200506,5,18-0-200506-5,삼성생명,200.0,18,44,4,19,16,24,11,21,32,9,24,5,9,1,64,22,63,34.9,40.9,21.1,66.7,38.1,43.5,53,신한은행,84,-20,False,64
018,0,200506,5,18-0-200506-5,신한은행,200.0,25,46,7,21,13,18,15,32,47,20,25,6,10,3,84,32,67,47.8,54.3,33.3,72.2,53.0,56.1,110,삼성생명,64,20,True,84
018,0,200506,6,18-0-200506-6,신세계,200.0,19,34,9,25,11,15,10,35,45,19,18,5,13,5,76,28,59,47.5,55.9,36.0,73.3,55.1,57.9,102,우리은행,58,18,True,76
018,0,200506,6,18-0-200506-6,우리은행,200.0,15,49,7,26,7,11,19,21,40,16,22,8,10,6,58,22,75,29.3,30.6,26.9,63.6,34.0,36.3,61,신세계,76,-18,False,58
018,0,200506,7,18-0-200506-7,KB스타즈,200.0,8,37,6,25,9,14,13,30,43,11,24,4,12,1,43,14,62,22.6,21.6,24.0,64.3,27.4,31.5,37,신한은행,59,-16,False,43
018,0,200506,7,18-0-200506-7,신한은행,200.0,17,39,2,23,19,26,18,32,50,10,20,6,9,7,59,19,62,30.6,43.6,8.7,73.1,32.3,40.2,73,KB스타즈,43,16,True,59
