season_gu,team,name,gp,pos,min_total,fg2_m,fg2_a,fg3_m,fg3_a,ft_m,ft_a,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts,fg_m,fg_a,fg_pct,fg2_pct,fg3_pct,ft_pct,efg_pct,ts_pct,eff,min_per_game,scope
038,KEB하나,백지은,33,F,797.7,56.0,103.0,24.0,82.0,29.0,40.0,40.0,92.0,132.0,54.0,78.0,15.0,40.0,12.0,213.0,80.0,185.0,43.2,54.4,29.3,72.5,49.7,52.6,270.0,24.2,totals
038,KEB하나,서수빈,28,G,176.81666666666666,8.0,27.0,3.0,9.0,2.0,4.0,7.0,18.0,25.0,34.0,29.0,6.0,10.0,3.0,27.0,11.0,36.0,30.6,29.6,33.3,50.0,34.7,35.8,58.0,6.3,totals
038,KEB하나,신지현,17,G,231.66666666666669,13.0,38.0,6.0,13.0,6.0,8.0,5.0,14.0,19.0,26.0,33.0,7.0,21.0,3.0,50.0,19.0,51.0,37.3,34.2,46.2,75.0,43.1,45.9,50.0,13.6,totals
038,KEB하나,염윤아,34,F,1017.1166666666667,101.0,187.0,10.0,31.0,43.0,57.0,42.0,97.0,139.0,130.0,93.0,41.0,82.0,8.0,275.0,111.0,218.0,50.9,54.0,32.3,75.4,53.2,56.6,390.0,29.9,totals
038,KEB하나,이수연,8,F,27.133333333333333,1.0,4.0,0.0,2.0,2.0,3.0,1.0,6.0,7.0,0.0,7.0,1.0,3.0,0.0,4.0,1.0,6.0,16.7,25.0,0.0,66.7,16.7,27.3,3.0,3.4,totals
038,KEB하나,이하은,14,C,73.86666666666666,12.0,28.0,0.0,0.0,0.0,2.0,3.0,9.0,12.0,0.0,14.0,1.0,5.0,0.0,24.0,12.0,28.0,42.9,42.9,0.0,0.0,42.9,41.6,14.0,5.3,totals
038,KEB하나,팀합계,35,팀합계,7050.0,704.0,1531.0,237.0,702.0,369.0,508.0,366.0,875.0,1241.0,544.0,696.0,255.0,471.0,96.0,2488.0,941.0,2233.0,42.1,46.0,33.8,72.6,47.4,50.6,2722.0,201.4,totals
038,KEB하나,해리슨,34,C,996.4333333333334,225.0,417.0,0.0,1.0,85.0,140.0,114.0,267.0,381.0,43.0,67.0,45.0,68.0,36.0,535.0,225.0,418.0,53.8,54.0,0.0,60.7,53.8,55.8,724.0,29.3,totals
038,블루스타,강아정,1,F,24.75,0.0,0.0,5.0,12.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,15.0,5.0,12.0,41.7,0.0,41.7,0.0,62.5,62.5,16.0,24.8,totals
038,블루스타,강이슬,1,G,25.116666666666667,0.0,1.0,6.0,13.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,2.0,0.0,18.0,6.0,14.0,42.9,0.0,46.2,0.0,64.3,64.3,15.0,25.1,totals
038,블루스타,김보미,1,F,15.516666666666667,0.0,2.0,1.0,4.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,6.0,16.7,0.0,25.0,0.0,25.0,25.0,6.0,15.5,totals
038,블루스타,박하나,1,G,19.183333333333334,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,9.0,44.4,0.0,44.4,0.0,66.7,66.7,8.0,19.2,totals
038,블루스타,박혜진,1,G,23.316666666666666,1.0,3.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,10.0,20.0,33.3,14.3,0.0,25.0,25.0,-1.0,23.3,totals
038,블루스타,배혜윤,1,C,11.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,totals
038,블루스타,어천와,1,C,14.95,3.0,8.0,0.0,3.0,0.0,0.0,4.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,6.0,3.0,11.0,27.3,37.5,0.0,0.0,27.3,27.3,6.0,14.9,totals
038,블루스타,커리,1,F,24.416666666666668,4.0,10.0,3.0,10.0,0.0,0.0,3.0,9.0,12.0,8.0,1.0,2.0,0.0,1.0,17.0,7.0,20.0,35.0,40.0,30.0,0.0,42.5,42.5,27.0,24.4,totals
038,블루스타,토마스,1,F,20.816666666666666,5.0,9.0,0.0,0.0,1.0,2.0,2.0,10.0,12.0,2.0,0.0,3.0,0.0,0.0,11.0,5.0,9.0,55.6,55.6,0.0,50.0,55.6,55.7,23.0,20.8,totals
038,블루스타,팀합계,1,팀합계,200.0,18.0,50.0,21.0,62.0,1.0,3.0,18.0,40.0,58.0,19.0,1.0,10.0,5.0,2.0,100.0,39.0,112.0,34.8,36.0,33.9,33.3,44.2,44.1,109.0,200.0,totals
038,블루스타,한채진,1,F,4.116666666666666,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,25.0,0.0,25.0,0.0,37.5,37.5,4.0,4.1,totals
038,블루스타,해리슨,1,C,16.683333333333334,5.0,17.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,1.0,0.0,2.0,2.0,1.0,10.0,5.0,17.0,29.4,29.4,0.0,0.0,29.4,28.7,5.0,16.7,totals
038,삼성생명,강계리,30,G,574.9666666666667,30.0,58.0,17.0,83.0,13.0,16.0,8.0,30.0,38.0,34.0,57.0,24.0,18.0,3.0,124.0,47.0,141.0,33.3,51.7,20.5,81.2,39.4,41.9,108.0,19.2,totals
038,삼성생명,고아라,26,F,773.0833333333334,53.0,113.0,20.0,90.0,18.0,30.0,26.0,71.0,97.0,38.0,55.0,38.0,26.0,6.0,184.0,73.0,203.0,36.0,46.9,22.2,60.0,40.9,42.6,195.0,29.7,totals
038,삼성생명,김민정,1,F,1.7333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,100.0,100.0,0.0,0.0,100.0,100.0,4.0,1.7,totals
038,삼성생명,김한별,30,F,762.9,70.0,150.0,20.0,77.0,29.0,44.0,72.0,94.0,166.0,83.0,70.0,47.0,55.0,3.0,229.0,90.0,227.0,39.6,46.7,26.0,65.9,44.1,46.5,321.0,25.4,totals
038,삼성생명,박다정,7,G,16.75,3.0,8.0,0.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,1.0,0.0,8.0,3.0,9.0,33.3,37.5,0.0,100.0,33.3,40.5,9.0,2.4,totals
038,삼성생명,박하나,35,G,1264.0166666666667,135.0,313.0,60.0,180.0,52.0,66.0,42.0,81.0,123.0,82.0,98.0,47.0,83.0,13.0,502.0,195.0,493.0,39.6,43.1,33.3,78.8,45.6,48.1,372.0,36.1,totals
038,삼성생명,배혜윤,30,C,711.8666666666667,83.0,214.0,0.0,3.0,40.0,55.0,51.0,50.0,101.0,49.0,68.0,28.0,43.0,10.0,206.0,83.0,217.0,38.2,38.8,0.0,72.7,38.2,42.7,202.0,23.7,totals
038,삼성생명,신재영,3,G,5.683333333333334,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,50.0,0.0,50.0,0.0,75.0,75.0,2.0,1.9,totals
038,삼성생명,알렉산더,12,C,224.66666666666666,42.0,87.0,0.0,0.0,15.0,23.0,30.0,42.0,72.0,5.0,27.0,5.0,9.0,10.0,99.0,42.0,87.0,48.3,48.3,0.0,65.2,48.3,51.0,129.0,18.7,totals
038,삼성생명,양인영,15,F,93.51666666666667,16.0,42.0,1.0,1.0,7.0,13.0,8.0,5.0,13.0,3.0,16.0,8.0,4.0,3.0,42.0,17.0,43.0,39.5,38.1,100.0,53.8,40.7,43.1,33.0,6.2,totals
038,삼성생명,윤예빈,13,G,89.13333333333334,12.0,23.0,0.0,5.0,5.0,8.0,3.0,3.0,6.0,2.0,6.0,4.0,11.0,0.0,29.0,12.0,28.0,42.9,52.2,0.0,62.5,42.9,46.0,11.0,6.9,totals
038,삼성생명,이사빈,14,G,157.35,12.0,29.0,1.0,6.0,8.0,17.0,3.0,10.0,13.0,9.0,14.0,4.0,11.0,2.0,35.0,13.0,35.0,37.1,41.4,16.7,47.1,38.6,41.2,21.0,11.2,totals
038,삼성생명,이주연,22,F,271.3333333333333,20.0,43.0,7.0,42.0,6.0,14.0,10.0,16.0,26.0,23.0,30.0,15.0,21.0,0.0,67.0,27.0,85.0,31.8,46.5,16.7,42.9,35.9,36.7,44.0,12.3,totals
038,삼성생명,최희진,28,F,312.3,15.0,42.0,9.0,48.0,5.0,9.0,11.0,21.0,32.0,2.0,33.0,3.0,9.0,3.0,62.0,24.0,90.0,26.7,35.7,18.8,55.6,31.7,33.0,23.0,11.2,totals
038,삼성생명,토마스,32,F,1171.1666666666667,304.0,570.0,0.0,1.0,116.0,227.0,148.0,338.0,486.0,175.0,100.0,98.0,96.0,18.0,724.0,304.0,571.0,53.2,53.3,0.0,51.1,53.2,54.0,1027.0,36.6,totals
038,삼성생명,팀합계,35,팀합계,7000.0,860.0,1843.0,147.0,572.0,353.0,589.0,451.0,839.0,1290.0,522.0,639.0,338.0,412.0,93.0,2514.0,1007.0,2415.0,41.7,46.7,25.7,59.9,44.7,47.0,2701.0,200.0,totals
038,삼성생명,한여름,2,C,10.8,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.4,totals
038,삼성생명,할리비,23,C,290.8333333333333,44.0,104.0,0.0,0.0,20.0,45.0,18.0,59.0,77.0,4.0,36.0,4.0,18.0,21.0,108.0,44.0,104.0,42.3,42.3,0.0,44.4,42.3,43.6,111.0,12.6,totals
038,삼성생명,허윤자,22,C,267.9,20.0,44.0,11.0,33.0,17.0,20.0,16.0,12.0,28.0,12.0,22.0,9.0,6.0,0.0,90.0,31.0,77.0,40.3,45.5,33.3,85.0,47.4,52.4,84.0,12.2,totals
038,신한은행,곽주영,32,F,940.4,84.0,212.0,0.0,4.0,39.0,49.0,37.0,112.0,149.0,41.0,75.0,26.0,36.0,8.0,207.0,84.0,216.0,38.9,39.6,0.0,79.6,38.9,43.6,253.0,29.4,totals
038,신한은행,그레이,35,C,743.35,198.0,364.0,0.0,1.0,110.0,169.0,125.0,238.0,363.0,9.0,119.0,29.0,76.0,15.0,506.0,198.0,365.0,54.2,54.4,0.0,65.1,54.2,57.6,620.0,21.2,totals
038,신한은행,김단비,35,F,1235.35,134.0,309.0,27.0,111.0,57.0,75.0,52.0,141.0,193.0,171.0,89.0,73.0,107.0,28.0,406.0,161.0,420.0,38.3,43.4,24.3,76.0,41.5,44.8,487.0,35.3,totals
038,신한은행,김아름,33,F,342.93333333333334,19.0,50.0,18.0,47.0,6.0,11.0,17.0,18.0,35.0,16.0,54.0,14.0,20.0,0.0,98.0,37.0,97.0,38.1,38.0,38.3,54.5,47.4,48.1,78.0,10.4,totals
038,신한은행,김연주,35,F,718.6833333333334,20.0,32.0,40.0,144.0,4.0,7.0,15.0,33.0,48.0,32.0,65.0,24.0,29.0,12.0,164.0,60.0,176.0,34.1,62.5,27.8,57.1,45.5,45.8,132.0,20.5,totals
038,신한은행,김태연,1,C,2.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,totals
038,신한은행,김형경,2,G,5.516666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.8,totals
038,신한은행,박소영,16,G,119.75,5.0,6.0,5.0,12.0,0.0,0.0,1.0,7.0,8.0,11.0,9.0,2.0,10.0,0.0,25.0,10.0,18.0,55.6,83.3,41.7,0.0,69.4,69.4,28.0,7.5,totals
038,신한은행,박혜미,8,F,59.43333333333334,4.0,10.0,2.0,5.0,0.0,0.0,4.0,7.0,11.0,0.0,8.0,0.0,4.0,1.0,14.0,6.0,15.0,40.0,40.0,40.0,0.0,46.7,46.7,13.0,7.4,totals
038,신한은행,쏜튼,35,F,982.8,173.0,386.0,43.0,143.0,119.0,145.0,78.0,219.0,297.0,47.0,83.0,64.0,74.0,17.0,594.0,216.0,529.0,40.8,44.8,30.1,82.1,44.9,50.1,606.0,28.1,totals
038,신한은행,양지영,16,F,153.7,3.0,12.0,10.0,24.0,0.0,0.0,5.0,3.0,8.0,9.0,4.0,2.0,12.0,1.0,36.0,13.0,36.0,36.1,25.0,41.7,0.0,50.0,50.0,21.0,9.6,totals
038,신한은행,유승희,35,F,598.8333333333334,32.0,84.0,17.0,66.0,20.0,31.0,16.0,35.0,51.0,54.0,58.0,20.0,42.0,5.0,135.0,49.0,150.0,32.7,38.1,25.8,64.5,38.3,41.2,111.0,17.1,totals
038,신한은행,윤미지,35,G,1120.8333333333333,44.0,102.0,10.0,86.0,17.0,23.0,33.0,36.0,69.0,103.0,96.0,37.0,46.0,6.0,135.0,54.0,188.0,28.7,43.1,11.6,73.9,31.4,34.1,164.0,32.0,totals
038,신한은행,팀합계,35,팀합계,7075.0,721.0,1584.0,172.0,644.0,373.0,511.0,388.0,860.0,1248.0,493.0,668.0,292.0,460.0,95.0,2331.0,893.0,2228.0,40.1,45.5,26.7,73.0,43.9,47.5,2526.0,202.1,totals
038,신한은행,한엄지,8,F,51.266666666666666,5.0,16.0,0.0,1.0,1.0,1.0,4.0,10.0,14.0,0.0,7.0,1.0,1.0,2.0,11.0,5.0,17.0,29.4,31.2,0.0,100.0,29.4,31.5,15.0,6.4,totals
038,우리은행,김정은,34,F,1149.35,113.0,234.0,48.0,157.0,66.0,94.0,34.0,120.0,154.0,97.0,91.0,33.0,55.0,18.0,436.0,161.0,391.0,41.2,48.3,30.6,70.2,47.3,50.4,425.0,33.8,totals
038,우리은행,나윤정,12,G,31.633333333333333,0.0,1.0,1.0,8.0,0.0,0.0,1.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,9.0,11.1,0.0,12.5,0.0,16.7,16.7,4.0,2.6,totals
038,우리은행,박시은,1,G,1.9666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,totals
038,우리은행,박태은,16,G,83.75,8.0,15.0,3.0,10.0,3.0,4.0,2.0,8.0,10.0,6.0,4.0,3.0,6.0,1.0,28.0,11.0,25.0,44.0,53.3,30.0,75.0,50.0,52.3,27.0,5.2,totals
038,우리은행,박혜진,35,G,1339.1,87.0,221.0,74.0,209.0,112.0,124.0,59.0,122.0,181.0,178.0,71.0,43.0,73.0,11.0,508.0,161.0,430.0,37.4,39.4,35.4,90.3,46.0,52.4,567.0,38.3,totals
038,우리은행,서덜랜드,9,F,192.28333333333333,37.0,83.0,0.0,1.0,3.0,5.0,20.0,41.0,61.0,4.0,14.0,9.0,12.0,7.0,77.0,37.0,84.0,44.0,44.6,0.0,60.0,44.0,44.7,97.0,21.4,totals
038,우리은행,어천와,34,C,1000.5166666666667,224.0,438.0,0.0,1.0,104.0,142.0,126.0,254.0,380.0,29.0,98.0,49.0,41.0,31.0,552.0,224.0,439.0,51.0,51.1,0.0,73.2,51.0,55.0,747.0,29.4,totals
038,우리은행,엄다영,2,F,3.6833333333333336,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,50.0,100.0,0.0,0.0,50.0,50.0,2.0,1.8,totals
038,우리은행,윌리엄스,26,F,547.15,90.0,172.0,0.0,0.0,27.0,57.0,67.0,105.0,172.0,18.0,66.0,27.0,45.0,11.0,207.0,90.0,172.0,52.3,52.3,0.0,47.4,52.3,52.5,278.0,21.0,totals
038,우리은행,유현이,7,F,13.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,totals
038,우리은행,이선영,22,G,125.51666666666667,9.0,15.0,2.0,15.0,1.0,3.0,6.0,5.0,11.0,5.0,17.0,4.0,7.0,2.0,25.0,11.0,30.0,36.7,60.0,13.3,33.3,40.0,39.9,19.0,5.7,totals
038,우리은행,이은혜,31,G,445.1666666666667,12.0,40.0,8.0,40.0,14.0,19.0,21.0,32.0,53.0,36.0,63.0,19.0,21.0,0.0,62.0,20.0,80.0,25.0,30.0,20.0,73.7,30.0,35.1,84.0,14.4,totals
038,우리은행,임영희,35,F,1102.6833333333334,145.0,314.0,29.0,95.0,34.0,55.0,28.0,105.0,133.0,136.0,73.0,37.0,69.0,3.0,411.0,174.0,409.0,42.5,46.2,30.5,61.8,46.1,47.4,395.0,31.5,totals
038,우리은행,최규희,3,G,7.933333333333333,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,50.0,50.0,0.0,0.0,50.0,50.0,2.0,2.6,totals
038,우리은행,최이샘,34,F,581.2,40.0,87.0,18.0,61.0,14.0,17.0,40.0,72.0,112.0,13.0,67.0,13.0,14.0,9.0,148.0,58.0,148.0,39.2,46.0,29.5,82.4,45.3,47.6,188.0,17.1,totals
038,우리은행,팀합계,35,팀합계,7050.0,780.0,1643.0,189.0,636.0,381.0,528.0,424.0,886.0,1310.0,539.0,624.0,246.0,354.0,95.0,2508.0,969.0,2279.0,42.5,47.5,29.7,72.2,46.7,49.9,2887.0,201.4,totals
038,우리은행,홍보람,29,F,424.1333333333333,13.0,20.0,6.0,38.0,3.0,8.0,16.0,17.0,33.0,13.0,51.0,9.0,10.0,2.0,47.0,19.0,58.0,32.8,65.0,15.8,37.5,37.9,38.2,50.0,14.6,totals
038,핑크스타,과트미,1,F,22.55,6.0,13.0,3.0,11.0,0.0,0.0,2.0,4.0,6.0,2.0,1.0,2.0,1.0,0.0,21.0,9.0,24.0,37.5,46.2,27.3,0.0,43.8,43.8,15.0,22.6,totals
038,핑크스타,구슬,1,F,16.55,2.0,2.0,4.0,8.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,16.0,6.0,10.0,60.0,100.0,50.0,0.0,80.0,80.0,16.0,16.6,totals
038,핑크스타,그레이,1,C,14.883333333333333,2.0,6.0,0.0,2.0,0.0,0.0,2.0,11.0,13.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,25.0,33.3,0.0,0.0,25.0,25.0,11.0,14.9,totals
038,핑크스타,김단비,1,F,21.3,6.0,7.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,12.0,6.0,9.0,66.7,85.7,0.0,0.0,66.7,66.7,12.0,21.3,totals
038,핑크스타,김한별,1,F,22.016666666666666,3.0,3.0,0.0,5.0,0.0,0.0,3.0,4.0,7.0,6.0,0.0,2.0,2.0,1.0,6.0,3.0,8.0,37.5,100.0,0.0,0.0,37.5,37.5,15.0,22.0,totals
038,핑크스타,단타스,1,C,20.816666666666666,5.0,6.0,1.0,5.0,0.0,0.0,2.0,4.0,6.0,3.0,0.0,0.0,1.0,0.0,13.0,6.0,11.0,54.5,83.3,20.0,0.0,59.1,59.1,16.0,20.8,totals
038,핑크스타,박지수,1,C,17.516666666666666,2.0,6.0,0.0,3.0,0.0,0.0,3.0,7.0,10.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,9.0,22.2,33.3,0.0,0.0,22.2,22.2,8.0,17.5,totals
038,핑크스타,백지은,1,F,15.35,2.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,33.3,66.7,0.0,0.0,33.3,33.3,5.0,15.3,totals
038,핑크스타,쏜튼,1,F,20.683333333333334,4.0,9.0,2.0,6.0,0.0,0.0,3.0,11.0,14.0,5.0,1.0,0.0,2.0,1.0,14.0,6.0,15.0,40.0,44.4,33.3,0.0,46.7,46.7,23.0,20.7,totals
038,핑크스타,염윤아,1,F,19.183333333333334,2.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,7.0,28.6,50.0,0.0,0.0,28.6,28.6,5.0,19.2,totals
038,핑크스타,임영희,1,F,9.15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,50.0,100.0,0.0,0.0,50.0,50.0,3.0,9.2,totals
