team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
블루스타,1,043,202301,10,이소희,G,28:54,0-0,2-13,0-0,0,2,2,3,0,0,0,0,6
블루스타,1,043,202301,10,유승희,G,27:24,8-11,2-3,0-0,3,4,7,3,0,0,2,1,22
블루스타,1,043,202301,10,김한별,F,26:23,2-5,1-5,0-0,3,5,8,8,0,0,0,0,7
블루스타,1,043,202301,10,김진영,F,24:57,2-3,0-2,0-0,3,3,6,2,0,0,2,0,4
블루스타,1,043,202301,10,이해란,F,22:07,3-6,0-0,0-0,2,3,5,2,0,0,0,0,6
블루스타,1,043,202301,10,허예은,G,21:31,2-2,0-1,0-0,0,1,1,3,0,2,2,0,4
블루스타,1,043,202301,10,김지영,G,18:44,1-2,0-4,0-0,2,0,2,1,0,0,1,0,2
블루스타,1,043,202301,10,진안,C,17:48,10-11,0-1,0-0,6,1,7,1,0,0,1,0,20
블루스타,1,043,202301,10,강이슬 환승,,10:42,1-2,5-11,0-0,0,0,0,0,0,0,0,0,17
블루스타,1,043,202301,10,배혜윤,C,01:30,2-2,0-0,0-0,0,0,0,0,0,0,0,0,4
블루스타,1,043,202301,10,팀합계,팀합계,200:00,31-44,10-40,0-0,19,19,38,23,0,2,8,1,92
