team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
하나은행,87,043,202302,01,양인영,C,41:33,8-19,0-0,1-3,3,5,8,4,3,0,1,3,17
하나은행,87,043,202302,01,김예진,F,40:56,1-4,1-3,1-2,2,4,6,2,4,4,2,0,6
하나은행,87,043,202302,01,정예림,G,40:54,1-6,1-5,2-2,4,1,5,0,1,1,0,0,7
하나은행,87,043,202302,01,신지현,G,33:17,6-9,1-5,6-7,0,4,4,6,5,1,3,0,21
하나은행,87,043,202302,01,김지영,G,27:55,3-4,1-2,3-4,0,2,2,2,5,1,2,0,12
하나은행,87,043,202302,01,김애나,G,24:46,4-9,0-2,0-0,1,2,3,1,5,1,0,0,8
하나은행,87,043,202302,01,고서연,G,05:19,1-2,1-1,0-0,0,1,1,0,0,0,0,0,5
하나은행,87,043,202302,01,김하나,C,04:28,0-0,0-0,0-0,0,1,1,0,0,0,1,0,0
하나은행,87,043,202302,01,박진영,F,03:03,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
하나은행,87,043,202302,01,이채은,G,02:49,0-0,0-1,0-0,0,0,0,0,0,0,0,0,0
하나은행,87,043,202302,01,팀합계,팀합계,225:00,24-53,5-19,13-18,10,20,30,15,23,8,9,3,76
