team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,3,043,202211,01,이소희,G,37:02,2-3,2-10,2-2,1,5,6,6,2,2,1,1,12
BNK 썸,3,043,202211,01,안혜지,G,34:34,0-3,1-6,1-2,0,1,1,5,5,1,2,0,4
BNK 썸,3,043,202211,01,한엄지,F,33:57,2-5,0-3,4-5,3,1,4,1,0,1,2,0,8
BNK 썸,3,043,202211,01,진안,C,32:00,6-15,0-0,1-2,4,1,5,0,4,0,3,0,13
BNK 썸,3,043,202211,01,김한별,F,30:50,3-9,1-2,1-2,5,4,9,2,0,2,1,0,10
BNK 썸,3,043,202211,01,김시온,G,20:35,0-0,1-2,0-0,0,1,1,2,3,0,0,0,3
BNK 썸,3,043,202211,01,이사빈,G,07:45,2-2,0-2,0-0,0,0,0,0,1,0,1,0,4
BNK 썸,3,043,202211,01,문지영,C,02:12,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
BNK 썸,3,043,202211,01,박성진,C,01:05,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
BNK 썸,3,043,202211,01,팀합계,팀합계,200:00,15-38,5-25,9-13,13,13,26,16,15,6,10,1,54
