team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,89,043,202303,01,안혜지,G,33:16,3-11,0-3,0-0,2,3,5,7,3,0,4,0,6
BNK 썸,89,043,202303,01,진안,C,29:45,4-10,0-0,0-0,5,8,13,4,2,1,2,0,8
BNK 썸,89,043,202303,01,한엄지,F,28:13,4-9,0-1,2-3,2,3,5,1,2,0,1,0,10
BNK 썸,89,043,202303,01,김민아,G,23:31,2-4,1-3,3-4,2,1,3,0,3,0,1,0,10
BNK 썸,89,043,202303,01,이소희,G,18:55,0-2,2-5,2-2,0,1,1,0,2,0,0,0,8
BNK 썸,89,043,202303,01,김한별,F,18:32,1-3,2-3,5-5,1,3,4,0,1,0,0,0,13
BNK 썸,89,043,202303,01,이사빈,G,16:56,1-3,2-5,0-0,0,4,4,3,2,1,0,0,8
BNK 썸,89,043,202303,01,김시온,G,14:37,0-0,2-2,0-0,0,2,2,2,3,1,1,0,6
BNK 썸,89,043,202303,01,박성진,C,09:31,0-0,0-0,2-2,0,3,3,0,0,0,0,0,2
BNK 썸,89,043,202303,01,박경림,G,06:44,1-2,0-1,0-0,0,0,0,1,2,0,0,0,2
BNK 썸,89,043,202303,01,팀합계,팀합계,200:00,16-44,9-23,14-16,12,28,40,18,20,3,9,0,73
