team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
핑크스타,1,043,202301,10,안혜지,G,25:47,1-3,0-1,0-0,1,3,4,4,1,0,1,0,2
핑크스타,1,043,202301,10,박지현,G,23:35,4-6,1-2,0-0,1,3,4,2,0,0,0,0,11
핑크스타,1,043,202301,10,강유림,F,23:31,3-6,3-6,0-0,1,1,2,0,0,0,0,0,15
핑크스타,1,043,202301,10,신지현,G,23:23,3-3,2-10,0-0,2,1,3,4,0,0,0,0,12
핑크스타,1,043,202301,10,김소니아,F,21:21,4-7,0-1,0-0,2,3,5,2,0,0,0,0,8
핑크스타,1,043,202301,10,강이슬,F,20:53,2-2,7-13,0-0,0,2,2,1,0,0,0,1,25
핑크스타,1,043,202301,10,정예림,G,17:06,2-4,0-2,0-0,0,1,1,1,0,0,0,0,4
핑크스타,1,043,202301,10,김단비,F,16:15,3-4,0-0,0-0,1,4,5,3,0,2,2,0,6
핑크스타,1,043,202301,10,진안 환승,,13:29,5-9,1-2,0-0,9,4,13,2,0,1,0,0,13
핑크스타,1,043,202301,10,이경은,G,09:17,0-1,0-1,0-0,1,0,1,0,0,0,0,0,0
핑크스타,1,043,202301,10,한채진,F,05:23,1-1,0-0,0-0,0,0,0,0,0,0,1,0,2
핑크스타,1,043,202301,10,팀합계,팀합계,200:00,28-46,14-38,0-0,18,22,40,19,1,3,4,1,98
