team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,18,043,202211,01,안혜지,G,37:56,4-9,0-4,4-5,0,1,1,13,2,0,2,0,12
BNK 썸,18,043,202211,01,김한별,F,32:16,7-10,4-6,2-4,8,11,19,1,2,1,1,0,28
BNK 썸,18,043,202211,01,한엄지,F,31:30,2-6,0-1,2-2,2,4,6,2,4,1,2,0,6
BNK 썸,18,043,202211,01,이소희,G,30:53,2-8,2-4,0-0,2,3,5,2,2,1,2,0,10
BNK 썸,18,043,202211,01,진안,C,26:32,6-15,0-0,1-4,4,8,12,2,4,0,0,0,13
BNK 썸,18,043,202211,01,김시온,G,24:25,0-3,3-3,0-0,0,2,2,1,3,1,0,2,9
BNK 썸,18,043,202211,01,이사빈,G,08:12,1-2,0-0,0-0,0,1,1,0,1,0,2,0,2
BNK 썸,18,043,202211,01,고세림,F,02:04,0-1,0-0,0-0,0,0,0,0,1,1,0,0,0
BNK 썸,18,043,202211,01,김지은,F,02:04,0-0,0-0,0-0,0,1,1,0,0,0,1,0,0
BNK 썸,18,043,202211,01,문지영,C,02:04,0-1,0-0,0-0,0,0,0,0,1,0,0,0,0
BNK 썸,18,043,202211,01,박경림,G,02:04,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
BNK 썸,18,043,202211,01,팀합계,팀합계,200:00,22-55,9-18,9-15,16,32,48,21,20,5,10,2,80
