team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
우리은행,48,034,201401,01,박혜진,G,30:22,3-6,0-2,0-0,1,3,4,2,1,1,3,0,6
우리은행,48,034,201401,01,임영희,F,27:54,4-8,1-3,0-0,0,2,2,2,1,0,2,0,11
우리은행,48,034,201401,01,양지희,C,27:31,7-15,0-0,0-2,0,8,8,0,1,2,3,3,14
우리은행,48,034,201401,01,퀸,F,21:05,1-2,0-1,7-8,1,6,7,3,3,1,2,0,9
우리은행,48,034,201401,01,이승아,G,20:34,2-3,0-1,2-2,3,5,8,2,5,2,0,0,6
우리은행,48,034,201401,01,이은혜,G,19:21,2-2,1-1,0-0,0,2,2,3,1,2,2,0,7
우리은행,48,034,201401,01,굿렛,C,18:55,0-2,0-0,2-2,1,3,4,0,1,2,0,1,2
우리은행,48,034,201401,01,김은경,F,14:29,1-3,0-1,2-2,0,1,1,0,3,0,0,0,4
우리은행,48,034,201401,01,이선화,C,12:29,4-6,0-0,0-0,0,3,3,1,1,0,0,0,8
우리은행,48,034,201401,01,김소니아,F,03:45,1-2,0-0,0-0,0,0,0,0,1,0,1,0,2
우리은행,48,034,201401,01,김단비,F,03:35,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
우리은행,48,034,201401,01,팀합계,팀합계,200:00,25-49,2-9,13-16,6,33,39,13,18,10,14,4,69
