team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
삼성생명,7,034,201311,01,이미선,G,37:18,1-7,1-2,6-6,3,2,5,4,2,1,3,0,11
삼성생명,7,034,201311,01,배혜윤,F,30:04,3-9,0-0,7-10,2,4,6,2,1,1,5,1,13
삼성생명,7,034,201311,01,홍보람,F,29:49,1-3,0-3,0-0,2,0,2,1,3,0,1,0,2
삼성생명,7,034,201311,01,고아라,F,24:56,3-6,0-5,0-0,0,0,0,0,2,0,1,0,6
삼성생명,7,034,201311,01,애슐리,C,19:33,2-8,0-0,2-4,5,7,12,0,3,3,3,0,6
삼성생명,7,034,201311,01,김한별,F,19:00,3-8,0-1,1-1,2,3,5,0,2,2,0,0,7
삼성생명,7,034,201311,01,니키,C,15:27,1-3,0-0,4-4,0,4,4,0,1,0,2,0,6
삼성생명,7,034,201311,01,박태은,G,12:23,0-2,0-0,0-0,0,1,1,0,1,0,0,0,0
삼성생명,7,034,201311,01,정아름,G,08:39,0-0,1-3,0-0,2,0,2,0,1,1,0,0,3
삼성생명,7,034,201311,01,김계령,C,02:51,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
삼성생명,7,034,201311,01,팀합계,팀합계,200:00,14-47,2-14,20-25,16,21,37,7,16,8,15,1,54
