team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
하나은행,87,045,202502,01,이시다 유즈키,G,37:37,6-11,0-6,7-8,2,6,8,4,2,3,6,0,19
하나은행,87,045,202502,01,정현,F,31:32,4-6,0-4,1-2,1,0,1,1,4,4,1,1,9
하나은행,87,045,202502,01,김시온,G,28:00,3-4,2-5,1-2,0,2,2,4,1,0,1,0,13
하나은행,87,045,202502,01,김하나,C,27:28,1-4,0-0,1-4,2,8,10,0,2,2,0,1,3
하나은행,87,045,202502,01,박진영,F,22:25,0-3,0-1,0-0,2,3,5,3,3,0,4,0,0
하나은행,87,045,202502,01,김유선,G,21:15,0-0,1-2,0-0,0,0,0,2,2,0,0,0,3
하나은행,87,045,202502,01,김정은,F,20:00,3-5,0-1,0-0,0,3,3,1,1,0,1,0,6
하나은행,87,045,202502,01,양인영,C,09:20,2-2,0-1,0-0,0,1,1,0,2,0,3,0,4
하나은행,87,045,202502,01,하지윤,G,02:23,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
하나은행,87,045,202502,01,팀합계,팀합계,200:00,19-35,3-20,10-16,7,23,30,15,17,9,16,2,57
