team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,20,045,202411,01,강이슬,F,36:15,7-12,1-8,0-0,2,8,10,1,4,1,4,0,17
KB스타즈,20,045,202411,01,허예은,G,35:09,0-0,1-7,4-4,0,5,5,2,2,0,1,0,7
KB스타즈,20,045,202411,01,나가타 모에,F,30:27,0-10,0-2,1-2,4,3,7,5,3,1,1,1,1
KB스타즈,20,045,202411,01,이혜주,G,24:28,4-5,1-2,0-0,1,3,4,1,3,0,1,0,11
KB스타즈,20,045,202411,01,나윤정,F,21:55,2-4,0-2,0-0,0,1,1,1,1,1,4,0,4
KB스타즈,20,045,202411,01,염윤아,G,19:20,0-2,0-2,0-0,4,1,5,3,2,1,0,0,0
KB스타즈,20,045,202411,01,김소담,C,18:18,2-3,0-1,0-0,0,2,2,1,4,0,1,0,4
KB스타즈,20,045,202411,01,양지수,F,06:36,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0
KB스타즈,20,045,202411,01,이여명,G,02:22,0-0,0-1,0-0,0,0,0,0,1,0,2,0,0
KB스타즈,20,045,202411,01,이채은,G,02:22,0-0,0-0,0-0,0,1,1,1,0,0,0,1,0
KB스타즈,20,045,202411,01,이윤미,F,01:41,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
KB스타즈,20,045,202411,01,신예영,G,01:07,1-1,0-0,0-0,0,1,1,0,0,0,1,0,2
KB스타즈,20,045,202411,01,팀합계,팀합계,200:00,16-37,3-25,5-6,11,25,36,16,20,4,15,2,46
