team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
금호생명,23,029,200911,01,이경은,G,36:45,1-2,2-6,0-0,0,0,0,2,4,0,1,0,8
금호생명,23,029,200911,01,김보미,F,36:39,2-5,1-9,1-1,2,5,7,6,3,0,3,0,8
금호생명,23,029,200911,01,강지우,C,35:16,4-13,0-0,3-4,0,10,10,3,0,0,2,1,11
금호생명,23,029,200911,01,신정자,C,35:16,7-12,0-0,5-7,0,3,3,5,2,0,2,0,19
금호생명,23,029,200911,01,정미란,F,29:20,0-0,1-1,0-0,0,5,5,2,2,1,1,0,3
금호생명,23,029,200911,01,윤나리,F,14:01,0-0,0-2,0-0,1,0,1,1,1,0,0,0,0
금호생명,23,029,200911,01,원진아,C,04:44,2-5,0-0,0-0,1,0,1,0,2,1,0,1,4
금호생명,23,029,200911,01,윤윽희,C,04:44,0-3,0-0,0-0,2,1,3,0,0,0,0,0,0
금호생명,23,029,200911,01,백지은,C,03:15,1-1,0-0,0-0,1,0,1,0,0,0,0,0,2
금호생명,23,029,200911,01,팀합계,팀합계,200:00,17-41,4-18,9-12,7,24,31,19,14,2,9,2,55
