team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
ENEOS,1,038,201709,08,미야자와,F,31:09,2-6,0-2,0-0,0,4,4,0,0,1,0,1,4
ENEOS,1,038,201709,08,오사키,C,24:07,8-12,0-0,2-2,0,2,2,0,3,0,2,0,18
ENEOS,1,038,201709,08,미야자키,G,23:15,5-9,2-5,0-0,0,2,2,6,2,1,2,0,16
ENEOS,1,038,201709,08,하야시,G,21:50,1-2,2-5,0-0,1,4,5,0,4,1,0,0,8
ENEOS,1,038,201709,08,우메자와,C,20:36,1-5,0-0,0-0,4,5,9,0,2,1,1,1,2
ENEOS,1,038,201709,08,오누마,G,19:50,3-5,1-2,1-1,3,1,4,2,1,3,1,0,10
ENEOS,1,038,201709,08,오카모토,G,17:41,1-2,0-1,0-0,0,0,0,3,0,0,1,0,2
ENEOS,1,038,201709,08,후지오카,G,16:45,0-4,0-0,0-0,1,0,1,4,0,0,1,0,0
ENEOS,1,038,201709,08,이시하라,F,11:45,0-0,0-2,1-2,0,3,3,1,2,0,0,1,1
ENEOS,1,038,201709,08,나카무라,F,08:51,3-4,0-0,0-0,0,1,1,0,0,0,0,0,6
ENEOS,1,038,201709,08,야마다,G,04:11,0-0,1-2,0-0,0,0,0,0,1,0,0,0,3
ENEOS,1,038,201709,08,팀합계,팀합계,200:00,24-49,6-19,4-5,9,22,31,16,15,7,8,3,70
