team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
토요타,2,038,201709,08,미즈시마,G,23:29,1-4,3-5,0-0,2,2,4,1,3,0,1,0,11
토요타,2,038,201709,08,미요시,G,22:16,4-8,2-8,1-2,0,0,0,3,1,4,2,1,15
토요타,2,038,201709,08,이즈미타,F,21:45,2-4,0-0,0-0,2,7,9,1,1,0,0,0,4
토요타,2,038,201709,08,모리,C,21:30,2-4,0-0,0-0,1,3,4,0,2,1,2,0,4
토요타,2,038,201709,08,나가오카,F,20:54,0-3,0-6,3-4,3,4,7,2,1,0,1,0,3
토요타,2,038,201709,08,마우리.,G,20:29,3-8,0-0,2-2,1,3,4,1,1,0,2,0,8
토요타,2,038,201709,08,오가,G,19:12,0-2,0-1,2-2,0,3,3,4,0,0,1,0,2
토요타,2,038,201709,08,콘도,F,17:43,0-0,2-5,0-0,1,0,1,1,0,0,0,0,6
토요타,2,038,201709,08,야스마,G,16:26,1-3,0-0,0-0,1,3,4,2,1,1,1,0,2
토요타,2,038,201709,08,마,C,16:16,6-10,0-0,0-0,3,3,6,1,0,2,0,0,12
토요타,2,038,201709,08,팀합계,팀합계,200:00,19-46,7-25,8-10,14,28,42,16,10,8,10,1,67
