team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
ENEOS,3,038,201709,08,미야자와,F,37:27,5-6,3-9,0-0,1,3,4,1,1,0,1,1,19
ENEOS,3,038,201709,08,오사키,C,36:56,10-17,1-2,1-2,2,13,15,0,2,0,0,1,24
ENEOS,3,038,201709,08,후지오카,G,32:07,3-6,1-2,0-0,1,3,4,13,0,3,2,0,9
ENEOS,3,038,201709,08,오카모토,G,26:55,0-2,0-6,1-2,0,2,2,1,0,0,0,0,1
ENEOS,3,038,201709,08,오누마,G,19:49,1-2,0-6,0-0,2,0,2,0,2,1,0,0,2
ENEOS,3,038,201709,08,이시하라,F,13:41,1-2,0-1,1-2,1,2,3,1,1,0,0,1,3
ENEOS,3,038,201709,08,하야시,G,13:05,0-2,1-6,0-0,3,0,3,0,1,1,1,0,3
ENEOS,3,038,201709,08,나카무라,F,09:03,1-3,0-0,0-0,1,1,2,0,0,0,2,0,2
ENEOS,3,038,201709,08,미야자키,G,07:27,0-1,1-1,0-0,0,0,0,3,2,0,0,0,3
ENEOS,3,038,201709,08,우메자와,C,03:04,0-0,0-0,1-2,0,2,2,0,1,0,1,1,1
ENEOS,3,038,201709,08,야마다,G,00:26,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
ENEOS,3,038,201709,08,팀합계,팀합계,200:00,21-41,7-33,4-8,11,26,37,19,10,5,7,4,67
