team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
토요타,3,038,201709,08,나가오카,F,25:54,4-9,1-3,1-2,0,5,5,2,0,1,1,0,12
토요타,3,038,201709,08,모리,C,23:27,1-5,0-0,0-0,2,3,5,2,2,0,0,1,2
토요타,3,038,201709,08,오가,G,21:59,3-4,1-2,0-0,1,2,3,1,1,0,3,0,9
토요타,3,038,201709,08,콘도,F,19:09,1-2,2-4,0-0,0,0,0,2,1,1,0,0,8
토요타,3,038,201709,08,마우리.,G,18:59,3-7,0-2,0-4,5,4,9,0,1,2,0,0,6
토요타,3,038,201709,08,미요시,G,18:25,0-0,1-4,0-0,2,3,5,2,1,1,1,1,3
토요타,3,038,201709,08,미즈시마,G,18:24,1-3,0-4,0-0,0,2,2,0,3,0,2,0,2
토요타,3,038,201709,08,이즈미타,F,17:57,2-5,0-0,0-0,3,4,7,3,0,0,2,0,4
토요타,3,038,201709,08,마,C,16:33,4-9,0-0,3-4,0,4,4,0,1,0,1,0,11
토요타,3,038,201709,08,야스마,G,16:09,3-3,0-0,0-0,0,1,1,5,1,0,1,0,6
토요타,3,038,201709,08,와키,F,03:04,0-1,0-0,0-0,0,0,0,0,1,0,0,0,0
토요타,3,038,201709,08,팀합계,팀합계,200:00,22-48,5-19,4-10,13,28,41,17,12,5,11,2,63
