team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
하나은행,6,041,202010,01,강이슬,F,35:46,4-13,2-5,5-6,2,6,8,5,4,1,2,0,19
하나은행,6,041,202010,01,양인영,F,32:35,4-8,0-0,4-4,3,4,7,0,2,1,3,0,12
하나은행,6,041,202010,01,고아라,F,28:54,1-4,1-3,0-0,3,6,9,3,1,0,2,1,5
하나은행,6,041,202010,01,이정현,C,27:20,9-14,0-0,0-0,1,6,7,2,0,0,1,1,18
하나은행,6,041,202010,01,신지현,G,24:30,3-6,1-2,1-1,1,0,1,2,5,1,2,0,10
하나은행,6,041,202010,01,강계리,G,21:13,2-3,0-2,3-4,1,2,3,5,2,0,0,0,7
하나은행,6,041,202010,01,백지은,F,10:21,1-1,1-3,0-0,0,1,1,1,2,0,1,0,5
하나은행,6,041,202010,01,김지영,G,07:43,1-1,0-0,0-0,0,0,0,1,0,1,0,0,2
하나은행,6,041,202010,01,강유림,F,06:37,0-1,1-2,1-2,1,2,3,0,0,0,0,0,4
하나은행,6,041,202010,01,김단아,F,05:01,0-0,0-2,0-0,1,0,1,0,0,1,0,0,0
하나은행,6,041,202010,01,팀합계,팀합계,200:00,25-51,6-19,14-17,13,27,40,19,16,5,11,2,82
