team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
핑크스타,1,031,201101,10,김정은,F,25:35,2-8,2-5,0-0,1,1,2,3,0,0,1,0,10
핑크스타,1,031,201101,10,이종애,C,25:35,8-13,0-0,3-3,3,8,11,1,1,1,0,1,19
핑크스타,1,031,201101,10,한채진,F,23:44,4-7,0-2,0-0,1,3,4,1,0,1,3,0,8
핑크스타,1,031,201101,10,강아정,F,19:34,0-0,3-6,0-0,0,0,0,1,1,1,0,0,9
핑크스타,1,031,201101,10,최윤아,G,19:30,1-5,0-0,0-0,1,3,4,7,0,2,0,0,2
핑크스타,1,031,201101,10,이연화,F,16:42,4-4,0-2,0-0,2,2,4,3,0,3,3,0,8
핑크스타,1,031,201101,10,이경은,G,16:05,1-2,1-2,0-0,0,2,2,2,3,1,3,0,5
핑크스타,1,031,201101,10,양지희,C,15:18,2-4,0-2,0-0,3,5,8,1,3,0,0,0,4
핑크스타,1,031,201101,10,이미선,G,14:25,3-3,1-2,0-0,0,1,1,6,0,1,0,0,9
핑크스타,1,031,201101,10,임영희,F,14:25,3-4,2-3,0-0,0,1,1,1,1,0,0,0,12
핑크스타,1,031,201101,10,하은주,C,09:07,4-5,0-0,0-2,1,4,5,0,0,0,3,0,8
핑크스타,1,031,201101,10,팀합계,팀합계,200:00,32-55,9-24,3-5,12,30,42,26,9,10,13,1,94
