team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,99,031,201103,01,김영옥,G,40:00,3-5,2-6,2-3,0,2,2,1,3,5,9,0,14
KB스타즈,99,031,201103,01,강아정,F,37:39,5-5,3-4,1-2,2,3,5,1,3,1,0,3,20
KB스타즈,99,031,201103,01,정선화,C,34:40,8-12,0-0,1-3,1,3,4,2,3,0,1,0,17
KB스타즈,99,031,201103,01,장선형,F,30:17,5-11,0-1,0-0,1,6,7,3,3,3,4,0,10
KB스타즈,99,031,201103,01,박세미,G,22:00,0-1,1-3,0-0,0,4,4,5,2,0,1,0,3
KB스타즈,99,031,201103,01,박선영,G,18:00,0-0,0-2,1-1,1,2,3,3,1,1,0,0,1
KB스타즈,99,031,201103,01,김수연,C,10:04,0-0,0-0,0-0,0,1,1,0,2,0,1,0,0
KB스타즈,99,031,201103,01,곽주영,C,05:20,1-4,0-0,0-0,0,0,0,0,1,0,0,0,2
KB스타즈,99,031,201103,01,양선희,F,02:00,0-0,0-0,0-0,0,0,0,0,1,0,0,0,0
KB스타즈,99,031,201103,01,팀합계,팀합계,200:00,22-38,6-16,5-9,5,21,26,15,19,10,16,3,67
