team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,82,031,201102,01,김영옥,G,50:00,3-11,4-6,3-6,1,2,3,6,3,1,4,1,21
KB스타즈,82,031,201102,01,정선화,C,44:49,7-14,0-0,9-13,2,4,6,3,4,0,1,1,23
KB스타즈,82,031,201102,01,박세미,G,32:51,0-2,3-4,0-0,0,2,2,0,5,0,0,0,9
KB스타즈,82,031,201102,01,김수연,C,31:06,3-7,0-0,0-0,3,12,15,4,5,2,0,0,6
KB스타즈,82,031,201102,01,강아정,F,25:20,0-2,0-4,1-2,0,4,4,1,5,2,2,0,1
KB스타즈,82,031,201102,01,이경희,F,24:19,2-4,0-2,0-0,0,3,3,3,1,0,1,0,4
KB스타즈,82,031,201102,01,장선형,F,17:17,2-6,0-0,1-2,0,7,7,1,4,1,1,0,5
KB스타즈,82,031,201102,01,박선영,G,17:09,0-1,0-0,0-0,0,1,1,0,2,0,3,0,0
KB스타즈,82,031,201102,01,곽주영,C,07:09,1-3,0-0,0-0,0,0,0,0,0,0,0,0,2
KB스타즈,82,031,201102,01,팀합계,팀합계,250:00,18-50,7-16,14-23,6,35,41,18,29,6,12,2,71
