team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
신세계,21,031,201011,01,박하나,G,33:54,6-14,3-4,4-6,2,5,7,1,3,1,1,1,25
신세계,21,031,201011,01,김나연,G,30:57,1-3,0-4,0-0,0,0,0,2,3,1,3,0,2
신세계,21,031,201011,01,허윤자,C,30:04,2-5,0-0,3-5,2,3,5,3,2,0,0,0,7
신세계,21,031,201011,01,김지현,G,29:28,5-8,0-0,1-1,2,2,4,5,4,0,1,0,11
신세계,21,031,201011,01,강지우,C,27:11,5-11,0-0,2-2,2,5,7,1,0,1,5,0,12
신세계,21,031,201011,01,양선애,G,21:45,0-1,1-3,0-0,0,2,2,0,2,0,1,0,3
신세계,21,031,201011,01,진신혜,C,18:11,1-3,0-0,0-0,3,2,5,0,3,1,1,0,2
신세계,21,031,201011,01,김지수,G,04:34,1-2,0-0,0-0,0,0,0,2,0,0,0,0,2
신세계,21,031,201011,01,신은경,F,02:33,2-2,0-0,0-0,1,0,1,0,1,0,0,0,4
신세계,21,031,201011,01,염윤아,F,01:23,0-1,0-0,0-0,0,0,0,0,0,0,1,0,0
신세계,21,031,201011,01,팀합계,팀합계,200:00,23-50,4-11,10-14,12,19,31,14,18,4,13,1,68
