team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
우리은행,68,008,200108,01,김나연,G,34:56,4-5,1-7,0-1,1,3,4,5,2,4,4,0,11
우리은행,68,008,200108,01,조혜진,F,34:44,4-9,3-4,3-4,1,1,2,2,1,2,1,0,20
우리은행,68,008,200108,01,박순양,F,32:01,2-4,0-4,1-2,1,3,4,1,3,0,3,0,5
우리은행,68,008,200108,01,이종애,C,31:39,3-5,0-0,5-6,2,5,7,3,2,1,4,7,11
우리은행,68,008,200108,01,카트리나,C,31:37,12-22,0-0,1-3,5,11,16,0,0,3,3,3,25
우리은행,68,008,200108,01,김소현,G,13:03,0-0,0-0,2-2,0,1,1,1,2,2,2,0,2
우리은행,68,008,200108,01,죠안나,,08:23,0-0,0-1,0-0,1,3,4,0,2,0,1,0,0
우리은행,68,008,200108,01,강영숙,C,06:50,0-2,0-0,1-2,3,0,3,0,3,0,1,0,1
우리은행,68,008,200108,01,김보민,G,05:16,0-0,0-2,0-0,0,0,0,0,2,0,1,1,0
우리은행,68,008,200108,01,홍현희,C,01:31,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
우리은행,68,008,200108,01,팀합계,팀합계,200:00,25-47,4-18,13-20,14,28,42,12,17,12,20,11,75
