team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
현대,5,008,200106,01,전주원,G,40:00,1-6,2-3,7-7,2,2,4,6,2,3,2,0,15
현대,5,008,200106,01,김영옥,G,37:53,6-9,4-8,2-2,1,2,3,3,0,1,1,0,26
현대,5,008,200106,01,샌포드,C,31:35,6-18,0-0,3-7,5,10,15,1,2,1,4,1,15
현대,5,008,200106,01,진미정,F,28:04,4-5,0-0,1-1,0,1,1,1,5,0,0,2,9
현대,5,008,200106,01,진신혜,C,20:51,3-5,0-0,0-0,1,0,1,1,2,1,0,1,6
현대,5,008,200106,01,정윤숙,G,19:09,0-1,1-3,0-0,2,0,2,3,3,1,2,0,3
현대,5,008,200106,01,권은정,F,09:18,0-1,0-0,1-2,0,1,1,0,0,0,1,0,1
현대,5,008,200106,01,강지우,C,06:16,1-2,0-0,0-0,0,2,2,2,1,0,1,0,2
현대,5,008,200106,01,박명애,F,04:45,0-0,0-3,0-0,1,1,2,0,0,0,0,1,0
현대,5,008,200106,01,자레트,,02:09,0-1,0-0,0-0,0,0,0,0,1,1,0,0,0
현대,5,008,200106,01,팀합계,팀합계,200:00,21-48,7-17,14-19,12,19,31,17,16,8,11,5,77
