team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
현대,34,008,200107,01,김영옥,G,40:00,3-7,3-6,1-2,1,2,3,3,1,1,1,0,16
현대,34,008,200107,01,샌포드,C,31:01,8-11,0-0,0-3,4,11,15,1,1,0,2,2,16
현대,34,008,200107,01,전주원,G,30:30,0-4,0-4,2-2,0,4,4,7,3,0,3,2,2
현대,34,008,200107,01,옥은희,G,27:55,2-4,1-1,2-2,3,1,4,1,4,0,1,0,9
현대,34,008,200107,01,권은정,F,20:45,2-6,0-2,0-0,1,1,2,1,2,0,1,0,4
현대,34,008,200107,01,박명애,F,19:15,1-2,2-5,4-5,1,0,1,1,1,1,0,0,12
현대,34,008,200107,01,정윤숙,G,18:48,2-4,0-3,2-2,2,2,4,2,1,0,2,0,6
현대,34,008,200107,01,엠마,,08:59,2-5,0-0,0-0,1,0,1,0,4,0,0,0,4
현대,34,008,200107,01,강지우,C,02:47,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
현대,34,008,200107,01,팀합계,팀합계,200:00,20-43,6-21,11-16,13,21,34,16,17,2,10,4,69
