team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
삼성생명,33,017,200501,01,박정은,F,38:20,4-9,6-11,2-2,2,3,5,7,2,3,0,0,28
삼성생명,33,017,200501,01,변연하,F,38:20,8-13,3-8,6-7,2,6,8,1,2,2,1,1,31
삼성생명,33,017,200501,01,이미선,G,38:20,2-7,1-3,1-2,1,5,6,10,3,4,0,1,8
삼성생명,33,017,200501,01,조은주,F,30:45,4-7,0-0,0-0,4,1,5,1,3,0,0,0,8
삼성생명,33,017,200501,01,김아름,C,27:13,3-5,0-0,0-0,2,2,4,0,4,0,1,0,6
삼성생명,33,017,200501,01,나에스더,C,12:33,0-2,0-0,2-2,0,1,1,0,3,0,0,0,2
삼성생명,33,017,200501,01,이유미,F,11:09,1-1,1-1,0-0,1,1,2,0,2,0,0,0,5
삼성생명,33,017,200501,01,김영화,G,01:40,1-1,0-0,0-0,0,1,1,2,0,0,0,0,2
삼성생명,33,017,200501,01,김채원,F,01:40,0-0,0-0,0-0,0,1,1,0,0,0,0,2,0
삼성생명,33,017,200501,01,팀합계,팀합계,200:00,23-45,11-23,11-13,12,21,33,21,19,9,2,4,90
