team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
신한은행,40,017,200502,01,겐트,F,38:09,10-15,0-0,2-4,5,10,15,1,4,1,4,1,22
신한은행,40,017,200502,01,강지우,C,32:48,5-12,0-0,0-1,1,2,3,0,2,0,0,0,10
신한은행,40,017,200502,01,선수민,F,28:44,1-4,0-0,2-3,5,2,7,4,2,1,4,2,4
신한은행,40,017,200502,01,진미정,F,28:42,3-5,1-4,0-0,0,2,2,2,4,0,2,0,9
신한은행,40,017,200502,01,최윤아,G,23:07,2-2,0-0,0-0,0,3,3,6,2,0,1,0,4
신한은행,40,017,200502,01,박선영,G,13:54,0-1,0-2,0-0,0,1,1,4,2,0,2,0,0
신한은행,40,017,200502,01,한채진,F,11:45,0-0,1-4,1-1,0,1,1,0,2,1,0,0,4
신한은행,40,017,200502,01,김나연,G,11:31,0-2,2-4,0-0,1,2,3,1,1,0,1,0,6
신한은행,40,017,200502,01,진신혜,C,06:03,0-1,0-0,0-0,0,0,0,0,2,0,0,0,0
신한은행,40,017,200502,01,강영숙,C,03:14,0-1,0-0,1-2,0,0,0,0,1,0,0,0,1
신한은행,40,017,200502,01,이연화,F,02:03,0-0,0-0,0-0,0,0,0,1,0,0,1,0,0
신한은행,40,017,200502,01,팀합계,팀합계,200:00,21-43,4-14,6-11,12,23,35,19,22,3,15,3,60
