team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
Chanson,1,017,200503,08,ISHIKAWA,F,37:21,5-8,0-2,8-9,6,1,7,1,4,3,1,0,18
Chanson,1,017,200503,08,WATANABE,F,26:11,2-4,1-2,4-8,2,3,5,3,3,0,0,1,11
Chanson,1,017,200503,08,NAGATA,F,25:36,3-10,2-4,0-0,0,2,2,0,2,2,4,0,12
Chanson,1,017,200503,08,MIKI,G,23:02,1-6,0-2,1-2,2,2,4,1,2,0,2,0,3
Chanson,1,017,200503,08,AIZAWA,G,20:54,0-2,0-2,0-0,0,0,0,1,0,0,3,0,0
Chanson,1,017,200503,08,MORIMOTO,F,16:22,3-8,0-0,3-4,1,2,3,1,3,1,0,0,9
Chanson,1,017,200503,08,IKEZUMI,F,11:49,0-0,1-2,0-0,0,3,3,2,0,0,1,0,3
Chanson,1,017,200503,08,EGUCHI,C,10:59,1-4,0-0,4-4,1,2,3,0,0,0,0,0,6
Chanson,1,017,200503,08,TAMASHIRO,C,10:42,1-3,0-0,0-0,1,2,3,0,4,0,0,1,2
Chanson,1,017,200503,08,FUJIU,G,10:19,0-3,0-1,2-2,1,2,3,2,1,2,0,0,2
Chanson,1,017,200503,08,OKUOKA,F,06:45,0-1,0-0,0-0,0,3,3,0,0,1,0,0,0
Chanson,1,017,200503,08,팀합계,팀합계,200:00,16-49,4-15,22-29,14,22,36,11,19,9,11,2,66
