team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
중국요녕,9,003,199907,01,WANG YING,G,34:52,3-13,0-0,3-6,0,5,5,4,3,2,4,0,9
중국요녕,9,003,199907,01,LIU YUE XI,C,33:26,7-12,1-2,0-0,1,2,3,7,2,0,3,1,17
중국요녕,9,003,199907,01,WANG LING,F,27:13,11-16,0-0,2-3,4,4,8,3,4,1,1,0,24
중국요녕,9,003,199907,01,LI JIAN,F,26:00,1-3,0-0,4-4,1,3,4,2,5,1,3,1,6
중국요녕,9,003,199907,01,JIANG XU,G,23:19,1-2,3-3,4-5,0,0,0,2,0,3,5,0,15
중국요녕,9,003,199907,01,ZHANG DAN,F,19:21,3-4,0-0,4-6,2,5,7,0,2,0,3,2,10
중국요녕,9,003,199907,01,JIA GUANG,G,18:53,0-3,0-0,0-0,1,0,1,2,5,0,2,0,0
중국요녕,9,003,199907,01,ZHANG XIN,F,14:00,0-3,0-0,4-4,1,7,8,1,2,1,2,0,4
중국요녕,9,003,199907,01,LIU YAN,G,02:56,1-1,0-0,0-0,1,0,1,0,0,0,0,0,2
중국요녕,9,003,199907,01,팀합계,팀합계,200:00,27-57,4-5,21-28,11,26,37,21,23,8,23,4,87
