team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
대만올스타,21,003,199908,01,CHANG HUI,G,40:00,1-4,1-5,0-0,0,0,0,6,4,3,3,0,5
대만올스타,21,003,199908,01,FU TZU-LIN,G,36:09,3-6,3-4,3-4,0,3,3,2,1,3,7,1,18
대만올스타,21,003,199908,01,TSAI PEI-Y,F,32:06,5-10,1-2,2-2,2,0,2,0,2,1,0,0,15
대만올스타,21,003,199908,01,HUANG XIAO,G,25:19,2-6,0-2,0-0,1,4,5,2,2,2,1,0,4
대만올스타,21,003,199908,01,LIN JUI-MI,G,22:58,3-5,0-0,1-2,3,4,7,0,1,1,0,0,7
대만올스타,21,003,199908,01,CHEN JU-LI,G,11:26,5-10,0-0,2-2,2,0,2,0,3,0,0,0,12
대만올스타,21,003,199908,01,MAI YAHUI,G,10:24,1-3,0-1,2-2,1,1,2,2,2,0,0,0,4
대만올스타,21,003,199908,01,LIN LI-SHU,F,07:11,1-4,0-0,0-0,0,1,1,0,0,0,3,0,2
대만올스타,21,003,199908,01,YANG SHU-Y,G,06:23,1-2,1-2,0-0,0,0,0,0,2,1,1,0,5
대만올스타,21,003,199908,01,LIN HUI-ME,G,05:00,0-0,0-0,1-4,1,0,1,0,1,0,0,0,1
대만올스타,21,003,199908,01,LOU SHIH-E,G,03:04,0-0,0-0,0-0,0,0,0,0,0,1,0,1,0
대만올스타,21,003,199908,01,팀합계,팀합계,200:00,22-50,6-16,11-16,10,13,23,12,18,12,15,2,73
