team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
대만올스타,23,003,199908,01,FU TZU-LIN,G,35:19,2-8,3-8,2-2,0,6,6,2,2,0,6,1,15
대만올스타,23,003,199908,01,CHANG HUI,G,32:53,2-6,0-5,0-0,0,5,5,5,5,2,3,0,4
대만올스타,23,003,199908,01,MAI YAHUI,G,32:50,3-7,1-2,2-2,1,3,4,3,2,2,1,0,11
대만올스타,23,003,199908,01,TSAI PEI-Y,F,32:15,6-9,1-1,4-4,2,2,4,2,4,2,0,1,19
대만올스타,23,003,199908,01,LIN JUI-MI,G,21:47,4-6,0-0,2-4,6,2,8,0,4,0,3,1,10
대만올스타,23,003,199908,01,LIN HUI-ME,G,18:33,2-11,0-1,9-10,8,4,12,0,4,0,0,0,13
대만올스타,23,003,199908,01,HUANG XIAO,G,10:38,1-6,0-0,0-0,2,2,4,2,0,1,2,0,2
대만올스타,23,003,199908,01,LOU SHIH-E,G,08:42,1-1,0-0,0-0,1,2,3,1,0,0,0,0,2
대만올스타,23,003,199908,01,YANG SHU-Y,G,07:03,1-2,1-3,0-0,0,0,0,0,1,0,1,0,5
대만올스타,23,003,199908,01,팀합계,팀합계,200:00,22-56,6-20,19-22,20,26,46,15,22,7,16,3,81
