team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
JOMO,41,003,199908,01,YANO YUUKO,G,28:54,3-8,3-6,1-2,0,2,2,5,2,0,2,2,16
JOMO,41,003,199908,01,TANABE,C,28:33,3-10,0-2,0-0,2,3,5,4,4,1,2,0,6
JOMO,41,003,199908,01,HAMAHUCHI,C,25:15,10-15,0-0,6-7,2,3,5,4,2,2,0,1,26
JOMO,41,003,199908,01,KAWABATA,F,25:11,2-8,0-0,0-0,4,5,9,1,1,0,1,0,4
JOMO,41,003,199908,01,RYOKO,F,24:48,1-4,3-4,0-0,3,1,4,0,2,0,3,1,11
JOMO,41,003,199908,01,OHYAMA,G,21:43,4-4,1-3,0-0,1,1,2,2,0,1,3,2,11
JOMO,41,003,199908,01,SAKURABA,G,15:27,1-1,1-2,0-0,0,1,1,3,1,1,2,0,5
JOMO,41,003,199908,01,IKEDA,G,12:28,2-3,0-0,0-0,0,3,3,0,0,0,2,0,4
JOMO,41,003,199908,01,MASAMI,G,11:18,2-4,1-1,0-1,0,3,3,1,3,1,2,0,7
JOMO,41,003,199908,01,HAMADA,F,06:23,0-3,0-0,0-0,2,0,2,0,1,0,0,0,0
JOMO,41,003,199908,01,팀합계,팀합계,200:00,28-60,9-18,7-10,14,22,36,20,16,6,17,6,90
