team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
중국요녕,13,003,199907,01,JIA GUANG,G,30:00,3-7,0-0,1-2,1,5,6,10,3,2,3,0,7
중국요녕,13,003,199907,01,LI JIAN,F,30:00,3-4,0-0,0-0,1,1,2,1,3,2,5,0,6
중국요녕,13,003,199907,01,WANG LING,F,30:00,14-19,0-0,0-2,1,8,9,1,1,0,2,1,28
중국요녕,13,003,199907,01,WANG YING,G,30:00,2-5,1-2,2-2,2,7,9,6,4,1,6,0,9
중국요녕,13,003,199907,01,ZHANG DAN,F,30:00,10-17,0-0,0-2,6,2,8,1,1,2,2,2,20
중국요녕,13,003,199907,01,CAENG JI,F,10:00,2-2,0-0,0-0,0,2,2,1,2,0,1,1,4
중국요녕,13,003,199907,01,JIANG XU,G,10:00,1-1,0-3,0-0,0,0,0,2,2,1,1,0,2
중국요녕,13,003,199907,01,LIU YAN,G,10:00,1-3,0-0,0-0,0,0,0,1,0,0,2,0,2
중국요녕,13,003,199907,01,LIU YUE XI,C,10:00,3-3,0-0,0-2,0,1,1,0,1,0,0,0,6
중국요녕,13,003,199907,01,ZHANG XIN,F,10:00,1-3,0-0,0-0,1,0,1,0,0,1,0,0,2
중국요녕,13,003,199907,01,팀합계,팀합계,200:00,40-64,1-5,3-10,12,26,38,23,17,9,22,4,86
