team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
현대,28,003,199908,01,옥은희,G,28:36,8-11,0-1,4-8,3,2,5,3,3,2,1,0,20
현대,28,003,199908,01,전주원,A,27:50,6-9,2-3,1-3,1,5,6,14,2,2,1,0,19
현대,28,003,199908,01,권은정,F,23:19,4-5,4-8,0-1,1,2,3,1,0,0,2,0,20
현대,28,003,199908,01,김영옥,G,23:19,2-6,2-4,0-0,0,2,2,1,2,3,2,0,10
현대,28,003,199908,01,임순정,F,21:59,5-7,0-0,0-0,1,2,3,2,3,0,0,1,10
현대,28,003,199908,01,박명애,F,20:00,2-2,4-5,0-0,1,0,1,3,2,2,0,0,16
현대,28,003,199908,01,강지우,C,19:22,2-9,0-0,1-2,1,8,9,1,0,0,0,2,5
현대,28,003,199908,01,정윤숙,G,12:10,1-2,0-0,3-6,1,2,3,3,3,1,2,0,5
현대,28,003,199908,01,진신혜,C,10:03,2-2,0-0,3-4,2,4,6,0,2,0,0,0,7
현대,28,003,199908,01,강민정,F,06:41,0-0,0-0,2-2,0,0,0,0,3,0,1,0,2
현대,28,003,199908,01,김화영,G,06:41,0-0,2-2,3-4,0,0,0,1,1,0,0,0,9
현대,28,003,199908,01,팀합계,팀합계,200:00,32-53,14-23,17-30,11,27,38,29,21,10,9,3,123
