team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
대만올스타,25,003,199908,01,CHANG HUI,G,32:46,2-7,4-8,8-8,1,0,1,4,5,0,5,0,24
대만올스타,25,003,199908,01,TSAI PEI-Y,F,31:24,3-9,0-1,0-0,2,6,8,1,4,1,4,0,6
대만올스타,25,003,199908,01,MAI YAHUI,G,30:30,0-3,0-0,0-0,0,3,3,4,1,0,4,0,0
대만올스타,25,003,199908,01,FU TZU-LIN,G,28:53,1-2,2-4,0-0,1,0,1,1,2,0,3,0,8
대만올스타,25,003,199908,01,LIN JUI-MI,G,22:29,0-2,0-0,4-6,4,4,8,2,5,0,1,1,4
대만올스타,25,003,199908,01,YANG SHU-Y,G,15:04,3-4,1-3,0-0,0,3,3,1,0,0,3,0,9
대만올스타,25,003,199908,01,HUANG XIAO,G,12:43,1-1,0-1,0-0,1,0,1,0,5,0,1,0,2
대만올스타,25,003,199908,01,LIN HUI-ME,G,12:14,1-4,0-0,1-2,1,1,2,0,2,0,0,0,3
대만올스타,25,003,199908,01,TANG SU-TU,G,07:14,2-2,0-0,0-0,1,2,3,0,1,0,2,0,4
대만올스타,25,003,199908,01,LIN LI-SHU,F,03:26,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
대만올스타,25,003,199908,01,LOU SHIH-E,G,03:17,0-0,0-0,0-0,0,0,0,1,3,0,0,0,0
대만올스타,25,003,199908,01,팀합계,팀합계,200:00,13-35,7-17,13-16,11,19,30,14,28,1,23,1,60
